order_id,customer_id,order_date,status,payment_method,total_amount,item_count,total_quantity,avg_discount,product_categories,products_list,year
O0000036,C00495,2018-01-17 15:00:00,completed,paypal,771.91,3,6,0.14,"Electronics,electronics",P00032(x3)|P00177(x1)|P00167(x2),2018
O0000036,C00495,2018-01-17 15:00:00,completed,paypal,771.91,3,6,0.14,"Electronics,electronics",P00032(x3)|P00177(x1)|P00167(x2),2018
O0000039,C00691,2018-01-18 16:00:00,completed,paypal,115.09,1,1,0.24,Health,P00094(x1),2018
O0000040,C00411,2018-01-19 19:00:00,completed,credit_card,291.82,3,5,0.18,"Electronics,electronics,fashion",P00106(x1)|P00024(x1)|P00055(x3),2018
O0000040,C00411,2018-01-19 19:00:00,completed,credit_card,291.82,3,5,0.18,"Electronics,electronics,fashion",P00106(x1)|P00024(x1)|P00055(x3),2018
O0000040,C00411,2018-01-19 19:00:00,completed,credit_card,291.82,3,5,0.18,"Electronics,electronics,fashion",P00106(x1)|P00024(x1)|P00055(x3),2018
O0000043,C00382,2018-01-20 11:00:00,completed,credit_card,1737.25,5,13,0.1,"Fashion,electronics,fashion,health",P00014(x2)|P00189(x2)|P00135(x4)|P00171(x1)|P00022(x4),2018
O0000043,C00382,2018-01-20 11:00:00,completed,credit_card,1737.25,5,13,0.1,"Fashion,electronics,fashion,health",P00014(x2)|P00189(x2)|P00135(x4)|P00171(x1)|P00022(x4),2018
O0000043,C00382,2018-01-20 11:00:00,completed,credit_card,1737.25,5,13,0.1,"Fashion,electronics,fashion,health",P00014(x2)|P00189(x2)|P00135(x4)|P00171(x1)|P00022(x4),2018
O0000043,C00382,2018-01-20 11:00:00,completed,credit_card,1737.25,5,13,0.1,"Fashion,electronics,fashion,health",P00014(x2)|P00189(x2)|P00135(x4)|P00171(x1)|P00022(x4),2018
O0000043,C00382,2018-01-20 11:00:00,completed,credit_card,1737.25,5,13,0.1,"Fashion,electronics,fashion,health",P00014(x2)|P00189(x2)|P00135(x4)|P00171(x1)|P00022(x4),2018
O0000048,C00394,2018-01-21 13:00:00,completed,credit_card,368.24,2,3,0.09,"fashion,health",P00103(x1)|P00136(x2),2018
O0000048,C00394,2018-01-21 13:00:00,completed,credit_card,368.24,2,3,0.09,"fashion,health",P00103(x1)|P00136(x2),2018
O0000050,C00974,2018-01-22 10:00:00,completed,credit_card,229.28,2,2,0.21,"electronics,fashion",P00102(x1)|P00036(x1),2018
O0000050,C00974,2018-01-22 10:00:00,completed,credit_card,229.28,2,2,0.21,"electronics,fashion",P00102(x1)|P00036(x1),2018
O0000052,C00765,2018-01-23 14:00:00,completed,credit_card,833.47,5,8,0.16,"Electronics,electronics",P00179(x1)|P00025(x4)|P00184(x1)|P00098(x1)|P00181(x1),2018
O0000052,C00765,2018-01-23 14:00:00,completed,credit_card,833.47,5,8,0.16,"Electronics,electronics",P00179(x1)|P00025(x4)|P00184(x1)|P00098(x1)|P00181(x1),2018
O0000052,C00765,2018-01-23 14:00:00,completed,credit_card,833.47,5,8,0.16,"Electronics,electronics",P00179(x1)|P00025(x4)|P00184(x1)|P00098(x1)|P00181(x1),2018
O0000052,C00765,2018-01-23 14:00:00,completed,credit_card,833.47,5,8,0.16,"Electronics,electronics",P00179(x1)|P00025(x4)|P00184(x1)|P00098(x1)|P00181(x1),2018
O0000052,C00765,2018-01-23 14:00:00,completed,credit_card,833.47,5,8,0.16,"Electronics,electronics",P00179(x1)|P00025(x4)|P00184(x1)|P00098(x1)|P00181(x1),2018
O0000057,C00542,2018-01-24 14:00:00,completed,paypal,128.03,1,1,0.1,Electronics,P00152(x1),2018
O0000058,C00660,2018-01-25 20:00:00,completed,credit_card,568.45,5,7,0.09,"Electronics,Fashion,electronics,health",P00188(x3)|P00175(x1)|P00117(x1)|P00098(x1)|P00141(x1),2018
O0000058,C00660,2018-01-25 20:00:00,completed,credit_card,568.45,5,7,0.09,"Electronics,Fashion,electronics,health",P00188(x3)|P00175(x1)|P00117(x1)|P00098(x1)|P00141(x1),2018
O0000058,C00660,2018-01-25 20:00:00,completed,credit_card,568.45,5,7,0.09,"Electronics,Fashion,electronics,health",P00188(x3)|P00175(x1)|P00117(x1)|P00098(x1)|P00141(x1),2018
O0000058,C00660,2018-01-25 20:00:00,completed,credit_card,568.45,5,7,0.09,"Electronics,Fashion,electronics,health",P00188(x3)|P00175(x1)|P00117(x1)|P00098(x1)|P00141(x1),2018
O0000058,C00660,2018-01-25 20:00:00,completed,credit_card,568.45,5,7,0.09,"Electronics,Fashion,electronics,health",P00188(x3)|P00175(x1)|P00117(x1)|P00098(x1)|P00141(x1),2018
O0000063,C00479,2018-01-26 13:00:00,completed,paypal,156.11,1,1,0.17,fashion,P00174(x1),2018
O0000064,C00479,2018-01-27 11:00:00,completed,credit_card,541.13,4,5,0.12,"Electronics,Health,electronics",P00153(x2)|P00172(x1)|P00153(x1)|P00042(x1),2018
O0000064,C00479,2018-01-27 11:00:00,completed,credit_card,541.13,4,5,0.12,"Electronics,Health,electronics",P00153(x2)|P00172(x1)|P00153(x1)|P00042(x1),2018
O0000064,C00479,2018-01-27 11:00:00,completed,credit_card,541.13,4,5,0.12,"Electronics,Health,electronics",P00153(x2)|P00172(x1)|P00153(x1)|P00042(x1),2018
O0000064,C00479,2018-01-27 11:00:00,completed,credit_card,541.13,4,5,0.12,"Electronics,Health,electronics",P00153(x2)|P00172(x1)|P00153(x1)|P00042(x1),2018
O0000068,C00732,2018-01-28 14:00:00,completed,credit_card,249.25,1,3,0.24,Electronics,P00054(x3),2018
O0000069,C00685,2018-01-29 15:00:00,completed,paypal,141.25,1,2,0.09,health,P00157(x2),2018
O0000070,C00868,2018-01-30 15:00:00,completed,credit_card,209.06,1,2,0.16,electronics,P00018(x2),2018
O0000071,C00411,2018-01-31 10:00:00,completed,paypal,732.4,5,9,0.16,"Electronics,Fashion,Health,fashion",P00049(x2)|P00154(x3)|P00010(x2)|P00136(x1)|P00021(x1),2018
O0000071,C00411,2018-01-31 10:00:00,completed,paypal,732.4,5,9,0.16,"Electronics,Fashion,Health,fashion",P00049(x2)|P00154(x3)|P00010(x2)|P00136(x1)|P00021(x1),2018
O0000071,C00411,2018-01-31 10:00:00,completed,paypal,732.4,5,9,0.16,"Electronics,Fashion,Health,fashion",P00049(x2)|P00154(x3)|P00010(x2)|P00136(x1)|P00021(x1),2018
O0000071,C00411,2018-01-31 10:00:00,completed,paypal,732.4,5,9,0.16,"Electronics,Fashion,Health,fashion",P00049(x2)|P00154(x3)|P00010(x2)|P00136(x1)|P00021(x1),2018
O0000071,C00411,2018-01-31 10:00:00,completed,paypal,732.4,5,9,0.16,"Electronics,Fashion,Health,fashion",P00049(x2)|P00154(x3)|P00010(x2)|P00136(x1)|P00021(x1),2018
O0000076,C00326,2018-02-01 10:00:00,completed,bank_transfer,158.97,1,1,0.17,electronics,P00056(x1),2018
O0000077,C00382,2018-02-02 17:00:00,completed,credit_card,822.87,3,9,0.09,"Fashion,electronics",P00005(x4)|P00041(x3)|P00088(x2),2018
O0000077,C00382,2018-02-02 17:00:00,completed,credit_card,822.87,3,9,0.09,"Fashion,electronics",P00005(x4)|P00041(x3)|P00088(x2),2018
O0000077,C00382,2018-02-02 17:00:00,completed,credit_card,822.87,3,9,0.09,"Fashion,electronics",P00005(x4)|P00041(x3)|P00088(x2),2018
O0000080,C00176,2018-02-03 18:00:00,completed,credit_card,72.11,1,1,0.06,electronics,P00088(x1),2018
O0000081,C00275,2018-02-04 15:00:00,completed,bank_transfer,45.49,1,1,0.18,electronics,P00084(x1),2018
O0000082,C00776,2018-02-05 10:00:00,completed,credit_card,37.68,1,1,0.0,health,P00161(x1),2018
O0000083,C00394,2018-02-06 11:00:00,completed,credit_card,357.73,2,4,0.09,"Electronics,electronics",P00189(x1)|P00188(x3),2018
O0000083,C00394,2018-02-06 11:00:00,completed,credit_card,357.73,2,4,0.09,"Electronics,electronics",P00189(x1)|P00188(x3),2018
O0000085,C00275,2018-02-07 09:00:00,completed,credit_card,1090.28,8,12,0.12,"Electronics,Fashion,Health,electronics,health",P00064(x1)|P00084(x1)|P00021(x1)|P00104(x3)|P00024(x1)|P00117(x2)|P00108(x1)|P00175(x2),2018
O0000085,C00275,2018-02-07 09:00:00,completed,credit_card,1090.28,8,12,0.12,"Electronics,Fashion,Health,electronics,health",P00064(x1)|P00084(x1)|P00021(x1)|P00104(x3)|P00024(x1)|P00117(x2)|P00108(x1)|P00175(x2),2018
O0000085,C00275,2018-02-07 09:00:00,completed,credit_card,1090.28,8,12,0.12,"Electronics,Fashion,Health,electronics,health",P00064(x1)|P00084(x1)|P00021(x1)|P00104(x3)|P00024(x1)|P00117(x2)|P00108(x1)|P00175(x2),2018
O0000085,C00275,2018-02-07 09:00:00,completed,credit_card,1090.28,8,12,0.12,"Electronics,Fashion,Health,electronics,health",P00064(x1)|P00084(x1)|P00021(x1)|P00104(x3)|P00024(x1)|P00117(x2)|P00108(x1)|P00175(x2),2018
O0000085,C00275,2018-02-07 09:00:00,completed,credit_card,1090.28,8,12,0.12,"Electronics,Fashion,Health,electronics,health",P00064(x1)|P00084(x1)|P00021(x1)|P00104(x3)|P00024(x1)|P00117(x2)|P00108(x1)|P00175(x2),2018
O0000085,C00275,2018-02-07 09:00:00,completed,credit_card,1090.28,8,12,0.12,"Electronics,Fashion,Health,electronics,health",P00064(x1)|P00084(x1)|P00021(x1)|P00104(x3)|P00024(x1)|P00117(x2)|P00108(x1)|P00175(x2),2018
O0000085,C00275,2018-02-07 09:00:00,completed,credit_card,1090.28,8,12,0.12,"Electronics,Fashion,Health,electronics,health",P00064(x1)|P00084(x1)|P00021(x1)|P00104(x3)|P00024(x1)|P00117(x2)|P00108(x1)|P00175(x2),2018
O0000085,C00275,2018-02-07 09:00:00,completed,credit_card,1090.28,8,12,0.12,"Electronics,Fashion,Health,electronics,health",P00064(x1)|P00084(x1)|P00021(x1)|P00104(x3)|P00024(x1)|P00117(x2)|P00108(x1)|P00175(x2),2018
O0000093,C00176,2018-02-08 18:00:00,completed,credit_card,849.72,4,7,0.14,"Electronics,electronics,fashion",P00037(x1)|P00165(x2)|P00190(x1)|P00001(x3),2018
O0000093,C00176,2018-02-08 18:00:00,completed,credit_card,849.72,4,7,0.14,"Electronics,electronics,fashion",P00037(x1)|P00165(x2)|P00190(x1)|P00001(x3),2018
O0000093,C00176,2018-02-08 18:00:00,completed,credit_card,849.72,4,7,0.14,"Electronics,electronics,fashion",P00037(x1)|P00165(x2)|P00190(x1)|P00001(x3),2018
O0000093,C00176,2018-02-08 18:00:00,completed,credit_card,849.72,4,7,0.14,"Electronics,electronics,fashion",P00037(x1)|P00165(x2)|P00190(x1)|P00001(x3),2018
O0000097,C00894,2018-02-09 13:00:00,completed,credit_card,1531.78,8,13,0.1,"Electronics,Fashion,Health,electronics,fashion,health",P00102(x1)|P00058(x2)|P00188(x2)|P00117(x1)|P00161(x1)|P00075(x2)|P00029(x1)|P00021(x3),2018
O0000097,C00894,2018-02-09 13:00:00,completed,credit_card,1531.78,8,13,0.1,"Electronics,Fashion,Health,electronics,fashion,health",P00102(x1)|P00058(x2)|P00188(x2)|P00117(x1)|P00161(x1)|P00075(x2)|P00029(x1)|P00021(x3),2018
O0000097,C00894,2018-02-09 13:00:00,completed,credit_card,1531.78,8,13,0.1,"Electronics,Fashion,Health,electronics,fashion,health",P00102(x1)|P00058(x2)|P00188(x2)|P00117(x1)|P00161(x1)|P00075(x2)|P00029(x1)|P00021(x3),2018
O0000097,C00894,2018-02-09 13:00:00,completed,credit_card,1531.78,8,13,0.1,"Electronics,Fashion,Health,electronics,fashion,health",P00102(x1)|P00058(x2)|P00188(x2)|P00117(x1)|P00161(x1)|P00075(x2)|P00029(x1)|P00021(x3),2018
O0000097,C00894,2018-02-09 13:00:00,completed,credit_card,1531.78,8,13,0.1,"Electronics,Fashion,Health,electronics,fashion,health",P00102(x1)|P00058(x2)|P00188(x2)|P00117(x1)|P00161(x1)|P00075(x2)|P00029(x1)|P00021(x3),2018
O0000097,C00894,2018-02-09 13:00:00,completed,credit_card,1531.78,8,13,0.1,"Electronics,Fashion,Health,electronics,fashion,health",P00102(x1)|P00058(x2)|P00188(x2)|P00117(x1)|P00161(x1)|P00075(x2)|P00029(x1)|P00021(x3),2018
O0000097,C00894,2018-02-09 13:00:00,completed,credit_card,1531.78,8,13,0.1,"Electronics,Fashion,Health,electronics,fashion,health",P00102(x1)|P00058(x2)|P00188(x2)|P00117(x1)|P00161(x1)|P00075(x2)|P00029(x1)|P00021(x3),2018
O0000097,C00894,2018-02-09 13:00:00,completed,credit_card,1531.78,8,13,0.1,"Electronics,Fashion,Health,electronics,fashion,health",P00102(x1)|P00058(x2)|P00188(x2)|P00117(x1)|P00161(x1)|P00075(x2)|P00029(x1)|P00021(x3),2018
O0000105,C00135,2018-02-10 16:00:00,completed,credit_card,271.31,2,4,0.12,"Electronics,Health",P00064(x2)|P00154(x2),2018
O0000105,C00135,2018-02-10 16:00:00,completed,credit_card,271.31,2,4,0.12,"Electronics,Health",P00064(x2)|P00154(x2),2018
O0000107,C00609,2018-02-11 14:00:00,completed,credit_card,152.93,1,1,0.24,electronics,P00060(x1),2018
O0000108,C00863,2018-02-12 13:00:00,completed,credit_card,161.94,3,4,0.21,"Health,electronics,health",P00053(x2)|P00064(x1)|P00134(x1),2018
O0000108,C00863,2018-02-12 13:00:00,completed,credit_card,161.94,3,4,0.21,"Health,electronics,health",P00053(x2)|P00064(x1)|P00134(x1),2018
O0000108,C00863,2018-02-12 13:00:00,completed,credit_card,161.94,3,4,0.21,"Health,electronics,health",P00053(x2)|P00064(x1)|P00134(x1),2018
O0000111,C00819,2018-02-13 19:00:00,completed,credit_card,601.75,3,5,0.16,electronics,P00056(x2)|P00018(x2)|P00162(x1),2018
O0000111,C00819,2018-02-13 19:00:00,completed,credit_card,601.75,3,5,0.16,electronics,P00056(x2)|P00018(x2)|P00162(x1),2018
O0000111,C00819,2018-02-13 19:00:00,completed,credit_card,601.75,3,5,0.16,electronics,P00056(x2)|P00018(x2)|P00162(x1),2018
O0000114,C00231,2018-02-14 20:00:00,completed,credit_card,443.3,1,2,0.01,Electronics,P00062(x2),2018
O0000115,C00355,2018-02-15 15:00:00,completed,bank_transfer,1004.12,4,6,0.04,"Electronics,Health,fashion",P00126(x2)|P00136(x1)|P00177(x2)|P00152(x1),2018
O0000115,C00355,2018-02-15 15:00:00,completed,bank_transfer,1004.12,4,6,0.04,"Electronics,Health,fashion",P00126(x2)|P00136(x1)|P00177(x2)|P00152(x1),2018
O0000115,C00355,2018-02-15 15:00:00,completed,bank_transfer,1004.12,4,6,0.04,"Electronics,Health,fashion",P00126(x2)|P00136(x1)|P00177(x2)|P00152(x1),2018
O0000115,C00355,2018-02-15 15:00:00,completed,bank_transfer,1004.12,4,6,0.04,"Electronics,Health,fashion",P00126(x2)|P00136(x1)|P00177(x2)|P00152(x1),2018
O0000119,C00258,2018-02-16 19:00:00,completed,credit_card,992.96,8,8,0.08,"Electronics,Fashion,Health,electronics,fashion",P00040(x1)|P00045(x1)|P00049(x1)|P00151(x1)|P00093(x1)|P00177(x1)|P00020(x1)|P00083(x1),2018
O0000119,C00258,2018-02-16 19:00:00,completed,credit_card,992.96,8,8,0.08,"Electronics,Fashion,Health,electronics,fashion",P00040(x1)|P00045(x1)|P00049(x1)|P00151(x1)|P00093(x1)|P00177(x1)|P00020(x1)|P00083(x1),2018
O0000119,C00258,2018-02-16 19:00:00,completed,credit_card,992.96,8,8,0.08,"Electronics,Fashion,Health,electronics,fashion",P00040(x1)|P00045(x1)|P00049(x1)|P00151(x1)|P00093(x1)|P00177(x1)|P00020(x1)|P00083(x1),2018
O0000119,C00258,2018-02-16 19:00:00,completed,credit_card,992.96,8,8,0.08,"Electronics,Fashion,Health,electronics,fashion",P00040(x1)|P00045(x1)|P00049(x1)|P00151(x1)|P00093(x1)|P00177(x1)|P00020(x1)|P00083(x1),2018
O0000119,C00258,2018-02-16 19:00:00,completed,credit_card,992.96,8,8,0.08,"Electronics,Fashion,Health,electronics,fashion",P00040(x1)|P00045(x1)|P00049(x1)|P00151(x1)|P00093(x1)|P00177(x1)|P00020(x1)|P00083(x1),2018
O0000119,C00258,2018-02-16 19:00:00,completed,credit_card,992.96,8,8,0.08,"Electronics,Fashion,Health,electronics,fashion",P00040(x1)|P00045(x1)|P00049(x1)|P00151(x1)|P00093(x1)|P00177(x1)|P00020(x1)|P00083(x1),2018
O0000119,C00258,2018-02-16 19:00:00,completed,credit_card,992.96,8,8,0.08,"Electronics,Fashion,Health,electronics,fashion",P00040(x1)|P00045(x1)|P00049(x1)|P00151(x1)|P00093(x1)|P00177(x1)|P00020(x1)|P00083(x1),2018
O0000119,C00258,2018-02-16 19:00:00,completed,credit_card,992.96,8,8,0.08,"Electronics,Fashion,Health,electronics,fashion",P00040(x1)|P00045(x1)|P00049(x1)|P00151(x1)|P00093(x1)|P00177(x1)|P00020(x1)|P00083(x1),2018
O0000127,C00812,2018-02-17 11:00:00,completed,paypal,544.66,3,5,0.09,"Health,electronics",P00017(x3)|P00092(x1)|P00126(x1),2018
O0000127,C00812,2018-02-17 11:00:00,completed,paypal,544.66,3,5,0.09,"Health,electronics",P00017(x3)|P00092(x1)|P00126(x1),2018
O0000127,C00812,2018-02-17 11:00:00,completed,paypal,544.66,3,5,0.09,"Health,electronics",P00017(x3)|P00092(x1)|P00126(x1),2018
O0000130,C00890,2018-02-18 15:00:00,completed,paypal,297.39,1,2,0.2,Electronics,P00121(x2),2018
O0000131,C00076,2018-02-19 11:00:00,completed,credit_card,282.53,2,2,0.19,"Fashion,electronics",P00060(x1)|P00147(x1),2018
O0000131,C00076,2018-02-19 11:00:00,completed,credit_card,282.53,2,2,0.19,"Fashion,electronics",P00060(x1)|P00147(x1),2018
O0000133,C00382,2018-02-20 09:00:00,completed,credit_card,338.93,2,3,0.04,electronics,P00060(x1)|P00088(x2),2018
O0000133,C00382,2018-02-20 09:00:00,completed,credit_card,338.93,2,3,0.04,electronics,P00060(x1)|P00088(x2),2018
O0000135,C00816,2018-02-21 12:00:00,completed,credit_card,152.66,1,1,0.09,Electronics,P00168(x1),2018
O0000136,C00897,2018-02-22 09:00:00,completed,paypal,298.91,3,5,0.16,"Health,fashion",P00194(x2)|P00055(x2)|P00172(x1),2018
O0000136,C00897,2018-02-22 09:00:00,completed,paypal,298.91,3,5,0.16,"Health,fashion",P00194(x2)|P00055(x2)|P00172(x1),2018
O0000136,C00897,2018-02-22 09:00:00,completed,paypal,298.91,3,5,0.16,"Health,fashion",P00194(x2)|P00055(x2)|P00172(x1),2018
O0000139,C00176,2018-02-23 15:00:00,completed,credit_card,417.96,4,4,0.08,"Electronics,Health,electronics",P00092(x1)|P00094(x1)|P00060(x1)|P00169(x1),2018
O0000139,C00176,2018-02-23 15:00:00,completed,credit_card,417.96,4,4,0.08,"Electronics,Health,electronics",P00092(x1)|P00094(x1)|P00060(x1)|P00169(x1),2018
O0000139,C00176,2018-02-23 15:00:00,completed,credit_card,417.96,4,4,0.08,"Electronics,Health,electronics",P00092(x1)|P00094(x1)|P00060(x1)|P00169(x1),2018
O0000139,C00176,2018-02-23 15:00:00,completed,credit_card,417.96,4,4,0.08,"Electronics,Health,electronics",P00092(x1)|P00094(x1)|P00060(x1)|P00169(x1),2018
O0000143,C00169,2018-02-24 16:00:00,completed,credit_card,274.01,2,3,0.06,"electronics,fashion",P00106(x1)|P00065(x2),2018
O0000143,C00169,2018-02-24 16:00:00,completed,credit_card,274.01,2,3,0.06,"electronics,fashion",P00106(x1)|P00065(x2),2018
O0000145,C00780,2018-02-25 20:00:00,completed,credit_card,276.41,2,2,0.07,"Fashion,Health",P00094(x1)|P00147(x1),2018
O0000145,C00780,2018-02-25 20:00:00,completed,credit_card,276.41,2,2,0.07,"Fashion,Health",P00094(x1)|P00147(x1),2018
O0000147,C00349,2018-02-26 20:00:00,completed,paypal,783.3,4,12,0.15,"Fashion,Health,electronics",P00194(x5)|P00164(x2)|P00092(x3)|P00181(x2),2018
O0000147,C00349,2018-02-26 20:00:00,completed,paypal,783.3,4,12,0.15,"Fashion,Health,electronics",P00194(x5)|P00164(x2)|P00092(x3)|P00181(x2),2018
O0000147,C00349,2018-02-26 20:00:00,completed,paypal,783.3,4,12,0.15,"Fashion,Health,electronics",P00194(x5)|P00164(x2)|P00092(x3)|P00181(x2),2018
O0000147,C00349,2018-02-26 20:00:00,completed,paypal,783.3,4,12,0.15,"Fashion,Health,electronics",P00194(x5)|P00164(x2)|P00092(x3)|P00181(x2),2018
O0000151,C00155,2018-02-27 10:00:00,completed,credit_card,948.87,7,10,0.07,"Electronics,Fashion,Health,fashion,health",P00108(x2)|P00074(x1)|P00034(x1)|P00074(x2)|P00045(x2)|P00134(x1)|P00051(x1),2018
O0000151,C00155,2018-02-27 10:00:00,completed,credit_card,948.87,7,10,0.07,"Electronics,Fashion,Health,fashion,health",P00108(x2)|P00074(x1)|P00034(x1)|P00074(x2)|P00045(x2)|P00134(x1)|P00051(x1),2018
O0000151,C00155,2018-02-27 10:00:00,completed,credit_card,948.87,7,10,0.07,"Electronics,Fashion,Health,fashion,health",P00108(x2)|P00074(x1)|P00034(x1)|P00074(x2)|P00045(x2)|P00134(x1)|P00051(x1),2018
O0000151,C00155,2018-02-27 10:00:00,completed,credit_card,948.87,7,10,0.07,"Electronics,Fashion,Health,fashion,health",P00108(x2)|P00074(x1)|P00034(x1)|P00074(x2)|P00045(x2)|P00134(x1)|P00051(x1),2018
O0000151,C00155,2018-02-27 10:00:00,completed,credit_card,948.87,7,10,0.07,"Electronics,Fashion,Health,fashion,health",P00108(x2)|P00074(x1)|P00034(x1)|P00074(x2)|P00045(x2)|P00134(x1)|P00051(x1),2018
O0000151,C00155,2018-02-27 10:00:00,completed,credit_card,948.87,7,10,0.07,"Electronics,Fashion,Health,fashion,health",P00108(x2)|P00074(x1)|P00034(x1)|P00074(x2)|P00045(x2)|P00134(x1)|P00051(x1),2018
