Date,Year,Month,Month_Name,Quarter,Quarter_Year,Ecommerce_Retail_Sales_Millions,Retail_Sales_Total_Millions,Retail_Food_Beverage_Stores,Retail_Grocery_Stores,Retail_Clothing_Stores,Retail_General_Merchandise,Retail_Misc_Store_Retailers,Retail_Electronic_Shopping,Unemployment_Rate,CPI_All_Items,Retail_Sales_Excl_Auto,Retail_Sales_Index,Consumer_Sentiment,Disposable_Income,Personal_Consumption_Expenditures,Ecommerce_Percent_Of_Total,Ecommerce_Retail_Sales_Millions_MoM_Change,Ecommerce_Retail_Sales_Millions_YoY_Change,Retail_Sales_Total_Millions_MoM_Change,Retail_Sales_Total_Millions_YoY_Change,Retail_Food_Beverage_Stores_MoM_Change,Retail_Food_Beverage_Stores_YoY_Change,Retail_Grocery_Stores_MoM_Change,Retail_Grocery_Stores_YoY_Change,Retail_Clothing_Stores_MoM_Change,Retail_Clothing_Stores_YoY_Change,Retail_General_Merchandise_MoM_Change,Retail_General_Merchandise_YoY_Change,Retail_Misc_Store_Retailers_MoM_Change,Retail_Misc_Store_Retailers_YoY_Change,Retail_Electronic_Shopping_MoM_Change,Retail_Electronic_Shopping_YoY_Change,Unemployment_Rate_MoM_Change,Unemployment_Rate_YoY_Change,CPI_All_Items_MoM_Change,CPI_All_Items_YoY_Change,Retail_Sales_Excl_Auto_MoM_Change,Retail_Sales_Excl_Auto_YoY_Change,Retail_Sales_Index_MoM_Change,Retail_Sales_Index_YoY_Change,Consumer_Sentiment_MoM_Change,Consumer_Sentiment_YoY_Change,Disposable_Income_MoM_Change,Disposable_Income_YoY_Change,Personal_Consumption_Expenditures_MoM_Change,Personal_Consumption_Expenditures_YoY_Change,Ecommerce_Percent_Of_Total_MoM_Change,Ecommerce_Percent_Of_Total_YoY_Change
2018-11-01,2018,11,November,4,2018Q4,129353.0,438612.0,508963.0,56542.0,24658.0,65467.0,9996.0,60286.0,3.8,252.594,498854.0,0.6,97.5,15315.2,14162.9,29.491441182639782,0.0,,0.6235460914809643,,2.9314333789042024,,1.3134082316472284,,19.70484004077868,,13.8972494302267,,-3.280116110304787,,23.170906119113297,,0.0,,-0.07041919199911595,,0.4911203506736239,,-40.0,,-1.1156186612576002,,0.26908295742467114,,0.5666366069970286,,-0.6196820880413734,
2018-12-01,2018,12,December,4,2018Q4,129353.0,428932.0,546135.0,59148.0,33074.0,77533.0,10364.0,62603.0,3.9,252.767,489113.0,-2.2,98.3,15506.5,14051.6,30.156994581891766,0.0,,-2.206961961825027,,7.303477855954155,,4.608963248558595,,34.13091086057263,,18.430659721691846,,3.681472589035617,,3.8433467139966204,,2.6315789473684292,,0.06848935445813442,,-1.9526755323200806,,-466.6666666666667,,0.8205128205128087,,1.249085875470124,,-0.7858560040669538,,2.256767972545748,
2019-01-01,2019,1,January,1,2019Q1,130188.0,430246.0,447787.0,57172.0,15709.0,51806.0,8285.0,47056.0,4.0,252.561,490440.0,0.3,91.2,15536.3,14084.6,30.25896812521209,0.6455203976714952,8.952138654794094,0.30634226404184783,1.6644533816002838,-18.008001684565166,2.4513067611131367,-3.340772299993233,4.737478474334078,-52.503477051460365,2.5659441107338754,-33.18199992261359,1.1598844020932697,-20.059822462369738,-2.380110757629317,-24.834273117901695,10.730421686746983,2.564102564102577,0.0,-0.08149798035343991,1.4875893578291333,0.2713074483810418,1.874893542771927,-113.63636363636363,-150.0,-7.222787385554419,-4.702194357366773,0.19217747396251816,4.3643276503701145,0.23484870050385354,2.7825414316259733,0.33814226097170774,7.168371078374158
2019-02-01,2019,2,February,1,2019Q1,130188.0,431194.0,433564.0,51279.0,17456.0,50473.0,8106.0,44163.0,3.8,253.319,491751.0,0.2,93.8,15560.4,14117.4,30.192442380923666,0.0,8.952138654794094,0.22033906183904772,1.3365232534364946,-3.1762869399960203,1.4087537803392003,-10.307493178478977,1.2438547651483667,11.121013431790683,-2.3659041333407904,-2.573061035401303,-0.9012016021361813,-2.1605310802655375,-1.8525245187068662,-6.147993879632773,10.123930877989174,-5.000000000000004,-7.317073170731703,0.3001255142321968,1.5188615351321877,0.26731098605334846,1.594939167119458,-33.33333333333333,-60.0,2.8508771929824483,-5.917753259779346,0.15512058855713384,4.284536662846561,0.23287846300212856,2.7564471165393956,-0.21985463619624834,7.51517336184051
2019-03-01,2019,3,March,1,2019Q1,130188.0,438196.0,503916.0,57247.0,21468.0,58591.0,9124.0,48040.0,3.8,254.277,499292.0,1.6,98.4,15566.5,14248.6,29.709992788615143,0.0,8.952138654794094,1.6238630407658716,3.083839308188674,16.226439464531197,0.9234836422627346,11.638292478402468,0.42452416454696884,22.983501374885428,-0.5189990732159422,16.08384680918511,-0.8377619063737574,12.558598568961266,-1.4686825053995656,8.778842017073107,5.304690925032873,0.0,-5.000000000000004,0.37817929172307974,1.8831863513063984,1.533499677682415,3.1360641176592097,700.0,-1700.0,4.904051172707891,-2.9585798816568087,0.03920207706742396,3.9513048588295074,0.9293495969512788,3.301626888611775,-1.5979150882253434,5.692744261358973
2019-04-01,2019,4,April,2,2019Q2,135548.0,437735.0,496982.0,56009.0,20864.0,56885.0,9558.0,49849.0,3.7,255.233,499343.0,-0.1,97.2,15534.2,14290.0,30.965766959461778,4.117122929916728,10.164009037564403,-0.10520406393486059,2.7790626416122066,-1.3760229879583141,5.341003510080888,-2.162558736702358,5.1831959285620455,-2.8134898453512247,5.0924293557648825,-2.91170998958884,5.879834716896837,4.75668566418237,5.636604774535803,3.765611990008333,12.168943093089712,-2.631578947368407,-7.499999999999996,0.3759679404743643,2.000583470209061,0.010214463680568997,3.1372249325627877,-106.25,-150.0,-1.2195121951219523,-1.6194331983805599,-0.20749686827481462,3.511647742416968,0.29055486153024557,3.263383050063595,4.226773731590572,7.18526342442265
2019-05-01,2019,5,May,2,2019Q2,135548.0,442514.0,533526.0,59680.0,22443.0,60732.0,11121.0,53983.0,3.6,255.296,504741.0,1.1,100.0,15532.4,14353.3,30.631347256809953,0.0,10.164009037564403,1.0917564279758318,2.353240505157972,7.353183817522568,2.8410503732745784,6.554303772607972,3.753411797430495,7.568059815950923,-2.217671662600207,6.762766986024427,1.0011641443538943,16.352793471437543,2.13059050417852,8.293044995887588,13.283528843934267,-2.7027027027027084,-5.263157894736836,0.02468332856644384,1.7959105553606136,1.0810204608856067,2.5979754451581405,-1200.0,-26.66666666666666,2.8806584362139898,2.0408163265306145,-0.011587336328877651,3.151854852634517,0.4429671098670429,3.2240201366414922,-1.0799658315895244,7.631188317885074
2019-06-01,2019,6,June,2,2019Q2,135548.0,442116.0,505132.0,57759.0,20537.0,58917.0,10063.0,50303.0,3.6,255.213,505251.0,-0.1,98.2,15562.1,14408.7,30.65892209284441,0.0,10.164009037564403,-0.08994065724474698,2.815761567226649,-5.321952444679356,1.4026036595770286,-3.218833780160857,3.48664289681615,-8.49262576304416,-0.801816161908897,-2.988539814265956,1.668679896462466,-9.513532955669458,0.41911984831852767,-6.816960895096602,12.554819654524296,0.0,-9.999999999999998,-0.03251128102280676,1.671194894390049,0.10104192050972571,3.0644924402522866,-109.09090909090908,-80.0,-1.8000000000000016,0.0,0.19121320594370772,2.9287070168592555,0.38597395720845196,3.433497961293286,0.09002162328437535,7.147004854438643
2019-07-01,2019,7,July,3,2019Q3,144130.0,445304.0,518600.0,59322.0,21128.0,58720.0,10121.0,53828.0,3.7,255.802,509091.0,0.7,98.4,15581.4,14496.0,32.36665289330435,6.331336500722995,14.564372411710004,0.7210777262075974,3.06292961788599,2.6662337765178235,4.522734601741374,2.7060717810211354,5.1789861881881505,2.8777328723766926,0.28955238050030196,-0.33436868815451826,2.641192819311655,0.5763688760807018,7.021254097493923,7.007534341888166,15.901212238658147,2.77777777777779,-2.631578947368407,0.23078761661827762,1.826331335037068,0.7600182879400563,3.2341597349242246,-799.9999999999999,39.99999999999999,0.20366598778003286,0.5107252298263587,0.12401925190044238,2.61249810664681,0.6058839451164921,3.7295703695222837,5.570094066870368,11.1596311462002
2019-08-01,2019,8,August,3,2019Q3,144130.0,448519.0,531702.0,59800.0,23201.0,61830.0,10544.0,53440.0,3.6,256.036,512561.0,0.7,89.8,15664.3,14558.2,32.13464758460623,0.0,14.564372411710004,0.7219786932073369,3.8163928051459184,2.526417277284998,4.019313048632811,0.8057718890125187,5.415315188266812,9.811624384702755,3.3129981742886505,5.29632152588555,3.567839195979894,4.179428910186744,4.6654754814373645,-0.7208144460132293,11.642676583032152,-2.7027027027027084,-5.263157894736836,0.09147700174354512,1.7376412106666406,0.6816070211415948,3.8739879824499113,0.0,inf,-8.739837398373995,-6.652806652806653,0.5320446173001203,2.7935637132019853,0.4290838852097245,3.883259597545319,-0.716803524488363,10.352873295007537
2019-09-01,2019,9,September,3,2019Q3,144130.0,444555.0,483467.0,55833.0,19018.0,54587.0,9619.0,50686.0,3.5,256.43,509282.0,-0.9,93.2,15697.5,14590.6,32.421185230174,0.0,14.564372411710004,-0.8837975648746221,3.0402977948164045,-9.071810901595256,3.181669757703931,-6.633779264214046,2.099295967815662,-18.029395284686,-1.0870130545586942,-11.714378133592106,-0.1755573030009283,-8.772761760242798,4.633960622212552,-5.15344311377246,14.863915516577153,-2.777777777777779,-5.405405405405405,0.1538846099767177,1.6844977040391562,-0.6397287347262082,3.6164286571707116,-228.57142857142856,800.0,3.786191536748329,-6.893106893106882,0.211946911129135,3.018867924528301,0.22255498619334624,4.086233217766,0.8916781950489838,11.184046303749472
2019-10-01,2019,10,October,4,2019Q4,150245.0,445627.0,512054.0,57735.0,20828.0,58745.0,10731.0,56007.0,3.6,257.155,510648.0,0.2,95.5,15718.1,14617.4,33.71541670500216,4.242697564698528,16.151152273236804,0.24114001642090432,2.2328823062487624,5.912916496886034,3.556549665499076,3.406587502014946,3.4510562812449574,9.517299400567891,1.1117044516724128,7.617198234011768,2.202543537639823,11.560453269570647,3.8316400580551413,10.497967880677116,14.428440085810612,2.857142857142869,-5.263157894736836,0.2827282299262768,1.7339736996186295,0.26822074999706125,2.866950299748594,-122.22222222222223,-80.0,2.467811158798283,-3.144016227180524,0.13123108775283665,2.9068815838576345,0.1836799034995007,3.7939090115102436,3.9919314042339282,13.614279137014318
2019-11-01,2019,11,November,4,2019Q4,150245.0,449040.0,522133.0,58722.0,24454.0,65745.0,10365.0,62534.0,3.6,257.879,514215.0,0.8,96.8,15766.9,14711.0,33.459157313379656,0.0,16.151152273236804,0.7658871657238109,2.3774999316024115,1.9683470883930188,2.5876144238382803,1.7095349441413443,3.855541013759689,17.409256769733062,-0.827317706221109,11.915907736828668,0.42464142239602154,-3.410679340229239,3.6914765906362446,11.653900405306473,3.7288922801313795,0.0,-5.263157894736836,0.281542260504386,2.092290394862917,0.6985242280396653,3.0792576585534137,300.0,33.33333333333335,1.3612565445026092,-0.7179487179487243,0.3104700949860373,2.9493575010447026,0.6403327541149695,3.869970133235423,-0.7600659184036962,13.45378852856971
2019-12-01,2019,12,December,4,2019Q4,150245.0,449643.0,575813.0,60270.0,34163.0,76898.0,10926.0,79342.0,3.6,258.63,515866.0,0.1,99.3,15683.8,14774.8,33.41428644502417,0.0,16.151152273236804,0.13428647781934533,4.828504285061497,10.280905439801735,5.434187517738298,2.6361499948911904,1.8969364982755144,39.70311605463319,3.292616556811989,16.96402768271352,-0.8190061006281169,5.412445730824889,5.422616750289455,26.87817827102057,26.73833522355158,0.0,-7.692307692307687,0.29122185210892493,2.3195274699624457,0.32107192516748206,5.469697186539713,-87.5,-104.54545454545455,2.5826446280991844,1.0172939979654183,-0.5270535108359953,1.1433914809918289,0.4336890762014711,5.146744854678453,-0.13410639107024336,10.801115655895943
2020-01-01,2020,1,January,1,2020Q1,156916.0,447774.0,472513.0,57873.0,16314.0,53488.0,9182.0,53293.0,3.6,259.127,515119.0,-0.4,99.8,15857.3,14844.3,35.043571087200235,4.440081200705515,20.53031001321166,-0.41566309272021984,4.0739483923150965,-17.939852000562684,5.5218217590059515,-3.9771030363364823,1.2261246764150302,-52.24658256007962,3.8512954357374785,-30.442924393352232,3.2467281782033064,-15.961925681859778,10.826795413397704,-32.831287338357996,13.254420265215906,0.0,-9.999999999999998,0.19216641534238743,2.599767976845202,-0.144805046271701,5.032012070793579,-500.0,-233.33333333333334,0.5035246727089548,9.42982456140351,1.1062370088881446,2.0661290011135147,0.47039553834908876,5.393834400692943,4.876012076022329,15.81218150661774
2020-02-01,2020,2,February,1,2020Q1,156916.0,447972.0,470728.0,54907.0,18587.0,54481.0,9056.0,51264.0,3.5,259.25,515330.0,0.0,101.0,15916.8,14833.8,35.02808211227487,0.0,20.53031001321166,0.04421873534417031,3.8910559979962622,-0.3777673841777851,8.571744886568066,-5.125015119312981,7.075020963747347,13.932818438151283,6.479147571035737,1.856491175590791,7.940879281992341,-1.3722500544543714,11.719713792252652,-3.807254236015989,16.079070715304677,-2.777777777777779,-7.894736842105255,0.04746707213065804,2.3413166797595197,0.04096140891716171,4.794906365213292,-100.0,-100.0,1.2024048096192397,7.6759061833688635,0.3752215068139053,2.2904295519395435,-0.07073422121622874,5.074588805304092,-0.04419919102085501,16.016060146251988
2020-03-01,2020,3,March,1,2020Q1,156916.0,420954.0,468028.0,72560.0,10614.0,60307.0,8313.0,60086.0,4.4,258.076,468324.0,-6.0,89.1,15704.9,13810.5,37.27628196905125,0.0,20.53031001321166,-6.0311805202110875,-3.9347689161927546,-0.5735796468448906,-7.121821890950075,32.15072759393156,26.748999947595497,-42.89557217410018,-50.558971492453885,10.693636313577205,2.928777457288656,-8.20450530035336,-8.888645330995182,17.208957553058667,25.074937552039977,25.714285714285733,15.789473684210531,-0.4528447444551498,1.4940399642909163,-9.12153377447461,-6.202382573724396,-inf,-475.0,-11.782178217821793,-9.45121951219513,-1.331297748291116,0.8890887482735366,-6.89843465598835,-3.0746880395266962,6.41827848173433,25.467152531034955
2020-04-01,2020,4,April,2,2020Q2,208112.0,370296.0,401556.0,62967.0,2631.0,54299.0,6279.0,69399.0,14.8,256.032,401028.0,-12.0,71.8,18030.2,12234.4,56.201525266273464,32.62637334624894,53.53380352347508,-12.034093986516336,-15.406353158874664,-14.202569077063764,-19.20109782648064,-13.220782800441011,12.42300344587477,-75.2119841718485,-87.38976226993866,-9.962359261777243,-4.546013887668099,-24.46770119090581,-34.30634023854363,15.499450787205005,39.21843968785732,236.36363636363632,300.0,-0.7920147553434065,0.3130472940411133,-14.369539037076894,-19.68887117672622,100.0,11900.0,-19.41638608305275,-26.131687242798364,14.806206979987135,16.067773042705767,-11.412331197277437,-14.384884534639609,50.77020104348111,81.49566694036217
2020-05-01,2020,5,May,2,2020Q2,208112.0,437957.0,497250.0,66893.0,8403.0,63570.0,8484.0,75199.0,13.2,255.802,478449.0,18.3,72.3,17114.4,13251.7,47.51882034080971,0.0,53.53380352347508,18.27213904552034,-1.0297979272972158,23.830798195021362,-6.7992937551309645,6.2350119904076795,12.08612600536194,219.38426453819838,-62.55848148643229,17.07397926296985,4.672989527761318,35.11705685618729,-23.711896412193145,8.357469127797224,39.301261508252594,-10.810810810810823,266.66666666666663,-0.08983252093487382,0.1982013035848551,19.30563451928544,-5.209008184395558,-252.50000000000003,1563.6363636363637,0.696378830083555,-27.700000000000003,-5.079255915075809,10.185161340166381,8.315078794219577,-7.674890094960729,-15.449233600558953,55.131342877010866
2020-06-01,2020,6,June,2,2020Q2,208112.0,465800.0,523789.0,62379.0,15756.0,60250.0,9913.0,72740.0,11.0,257.042,518038.0,6.4,78.1,17047.5,14040.8,44.6784027479605,0.0,53.53380352347508,6.357473450589901,5.356965140370407,5.33715434891906,3.693490018450629,-6.748090233656734,7.998753441022188,87.50446269189575,-23.279933778059114,-5.222589271669031,2.2625048797460856,16.843470061291853,-1.4906091622776563,-3.2699902924240964,44.60370156849491,-16.666666666666664,205.55555555555554,0.4847499237691677,0.7166562831830481,8.274445134173124,2.5308213145545544,-65.02732240437159,-6500.0,8.022130013831251,-20.468431771894103,-0.3908988921609957,9.544984288752811,5.954707697880268,-2.553318481195399,-5.977458136539282,45.72724576767864
2020-07-01,2020,7,July,3,2020Q3,212375.0,471873.0,539300.0,65184.0,17056.0,60876.0,10381.0,74806.0,10.2,258.352,526304.0,1.3,72.5,17195.8,14303.8,45.006813273910566,2.048416237410633,47.3496149309651,1.3037784456848334,5.966485816431022,2.9613069384809565,3.9915156189741507,4.4967056220843515,9.881662789521585,8.25082508250825,-19.273002650511174,1.039004149377587,3.6716621253406023,4.721073338040949,2.5689161150084017,2.840252955732736,38.97228208367392,-7.272727272727275,175.67567567567565,0.5096443382793581,0.9968647625897997,1.595635841386156,3.381124396227797,-79.6875,85.71428571428574,-7.170294494238149,-26.321138211382124,0.8699222759935399,10.361071534008492,1.87311264315424,-1.3258830022075063,0.7350543120413056,39.05303530233451
2020-08-01,2020,8,August,3,2020Q3,212375.0,473696.0,536156.0,62869.0,18045.0,61230.0,10412.0,74374.0,8.4,259.316,530735.0,0.4,74.1,16524.8,14454.9,44.83360636357495,0.0,47.3496149309651,0.38633276326469623,5.613363090526824,-0.5829779343593522,0.8376872759553233,-3.5514850270004894,5.132107023411381,5.798545966228885,-22.223180035343304,0.5815099546619296,-0.9704027171276053,0.29862248338310415,-1.2518968133535702,-0.5774937839210792,39.172904191616766,-17.647058823529406,133.33333333333334,0.3731343283582156,1.2810698495523853,0.8419088587584334,3.5457243137889893,-69.23076923076923,-42.85714285714285,2.2068965517241246,-17.483296213808465,-3.9021156328871043,5.493383042970312,1.056362644891573,-0.7095657430176927,-0.38484597716679225,39.51796498011706
2020-09-01,2020,9,September,3,2020Q3,212375.0,482702.0,521651.0,60370.0,17845.0,57365.0,10196.0,72073.0,7.8,259.997,541302.0,1.9,80.4,16616.5,14675.4,43.99712451989012,0.0,47.3496149309651,1.9012193474295724,8.580940491052846,-2.705369332806129,7.897953738310992,-3.9749320014633605,8.126018662797986,-1.1083402604599613,-6.167840992743711,-6.312265229462676,5.089123784051153,-2.0745293891663463,5.99854454725024,-3.09382311022669,42.19508345499743,-7.142857142857151,122.85714285714286,0.2626139536318739,1.3910228912373812,1.991012463847297,6.28728288060445,374.9999999999999,-311.11111111111114,8.502024291498,-13.733905579399142,0.554923508907823,5.854435419652804,1.5254342818006306,0.5811961125656184,-1.8657473969446947,35.70486152043122
2020-10-01,2020,10,October,4,2020Q4,217160.0,480763.0,543242.0,62376.0,19047.0,61776.0,11011.0,76984.0,6.9,260.319,539114.0,-0.4,81.8,16552.9,14726.0,45.1698654014556,2.2530900529723397,44.53725581550134,-0.4016971133328662,7.884620994688385,4.138974141715446,6.0907638647486495,3.3228424714262017,8.038451545856073,6.73578033062483,-8.550989053197622,7.68935762224352,5.159588050046815,7.993330717928604,2.609262883235486,6.813924770718582,37.45424679057976,-11.538461538461531,91.66666666666667,0.1238475828567287,1.2303863428671624,-0.40421058854391845,5.574485751437397,-121.05263157894737,-300.0,1.741293532338295,-14.345549738219898,-0.3827520837721421,5.311074493736534,0.34479469043433575,0.742950182659019,2.665494380286848,33.973919992375514
2020-11-01,2020,11,November,4,2020Q4,217160.0,478079.0,533901.0,62362.0,20197.0,64332.0,10274.0,89527.0,6.7,260.911,533941.0,-0.6,76.9,16350.6,14704.9,45.4234551193422,0.0,44.53725581550134,-0.5582792352988863,6.466907179761261,-1.719491497343728,2.2538318780847,-0.022444529947418523,6.1986989543952875,6.037696225127309,-17.40819497832665,4.137529137529139,-2.1492128678986977,-6.693306693306688,-0.8779546550892414,16.29299594720981,43.16531806697157,-2.898550724637683,86.11111111111111,0.2274132890799363,1.1757452138405844,-0.9595373149278275,3.836138580165893,49.99999999999998,-175.0,-5.990220048899742,-20.55785123966941,-1.2221423436376777,3.702059377556788,-0.14328398750509397,-0.041465569981646855,0.56141349023906,35.7579173136505
2020-12-01,2020,12,December,4,2020Q4,217160.0,485949.0,599648.0,65560.0,30425.0,75076.0,11932.0,101597.0,6.7,262.045,538548.0,1.6,80.7,16391.2,14827.3,44.68781703429784,0.0,44.53725581550134,1.6461714486518009,8.07440569518485,12.314455301638327,4.139364689578051,5.128122895352938,8.777169404347095,50.64118433430706,-10.941662032022947,16.70086426661692,-2.3693724154074225,16.137823632470315,9.207395204100322,13.481966334178509,28.049456782032212,0.0,86.11111111111111,0.4346309661148906,1.3204191315779434,0.862829413736721,4.396878259082793,-366.6666666666667,1500.0,4.941482444733425,-18.731117824773413,0.24830893055911574,4.5103865134725085,0.8323756026902496,0.3553347591845668,-1.6195115125249848,33.738654296334516
2021-01-01,2021,1,January,1,2021Q1,227949.0,501604.0,507633.0,63473.0,14864.0,58736.0,9498.0,74341.0,6.4,262.639,559230.0,3.2,79.0,18146.5,15081.5,45.44401559796174,4.96822619266899,45.26816895663923,3.2215314775830395,12.021689513013257,-15.344835636906984,7.432599737996637,-3.1833435021354495,9.676360306187682,-51.145439605587505,-8.888071594949121,-21.764611859981887,9.811546515106183,-20.398927254441833,3.441516009583978,-26.827563806017896,39.494867993920415,-4.477611940298509,77.77777777777779,0.226678623900467,1.3553199782346148,3.840326210477052,8.563264022488015,100.0,-900.0,-2.106567534076831,-20.841683366733466,10.708794963150957,14.436253334426418,1.714405185030321,1.5979197402369971,1.6921805848862936,29.67860919448444
