order_id,customer_id,order_date,status,payment_method,subtotal,tax,shipping,loyalty_discount,total
ORD00000023,C100006,2024-05-24 22:55:20,completed,credit_card,394.31,31.55,0.0,39.43,386.43
ORD00000024,C100006,2022-02-09 08:40:31,completed,credit_card,222.22,17.78,0.0,0.0,240.0
ORD00000025,C100007,2019-03-01 06:15:57,completed,credit_card,193.09,15.45,0.0,19.31,189.22
ORD00000026,C100007,2019-01-19 11:06:01,completed,credit_card,337.51,27.0,0.0,0.0,364.51
ORD00000027,C100007,2020-01-26 03:43:02,completed,paypal,189.66,15.17,0.0,0.0,204.83
ORD00000028,C100007,2020-03-26 05:08:48,completed,credit_card,159.44,12.76,0.0,0.0,172.2
ORD00000029,C100008,2022-08-03 03:59:44,completed,credit_card,105.1,8.41,0.0,0.0,113.51
ORD00000030,C100008,2023-01-11 09:47:58,completed,bank_transfer,93.87,7.51,0.0,0.0,101.38
ORD00000031,C100008,2023-04-28 23:50:58,completed,credit_card,418.83,33.51,0.0,0.0,452.34
ORD00000032,C100008,2023-05-08 09:33:20,completed,credit_card,220.65,17.65,0.0,22.06,216.24
ORD00000033,C100008,2023-04-07 17:05:33,completed,credit_card,132.17,10.57,0.0,0.0,142.74
ORD00000034,C100008,2022-07-03 01:50:21,completed,credit_card,224.33,17.95,0.0,0.0,242.28
ORD00000036,C100009,2023-08-26 21:43:04,completed,credit_card,179.32,14.35,0.0,0.0,193.67
ORD00000037,C100009,2023-05-26 11:36:59,completed,credit_card,432.16,34.57,0.0,0.0,466.73
ORD00000038,C100009,2024-11-18 10:04:45,completed,credit_card,216.07,17.29,0.0,0.0,233.36
ORD00000039,C100010,2024-04-28 10:50:39,completed,credit_card,101.27,8.1,0.0,0.0,109.37
ORD00000040,C100010,2023-11-02 09:30:44,completed,bank_transfer,7.66,0.61,3.28,0.0,11.55
ORD00000041,C100010,2023-06-04 15:46:20,completed,credit_card,130.66,10.45,0.0,0.0,141.11
ORD00000042,C100010,2023-10-20 13:41:43,completed,credit_card,83.56,6.68,0.0,0.0,90.24
ORD00000043,C100010,2023-12-16 14:14:52,completed,paypal,451.79,36.14,0.0,0.0,487.93
ORD00000044,C100010,2023-05-22 02:52:00,completed,credit_card,305.84,24.47,0.0,0.0,330.31
ORD00000045,C100011,2023-12-27 09:19:54,completed,bank_transfer,427.82,34.23,0.0,0.0,462.05
ORD00000046,C100011,2023-12-21 19:59:14,completed,credit_card,263.41,21.07,0.0,0.0,284.48
ORD00000047,C100011,2024-01-09 09:43:44,completed,credit_card,232.2,18.58,0.0,0.0,250.78
ORD00000048,C100012,2021-02-24 04:43:09,completed,credit_card,310.53,24.84,0.0,0.0,335.37
ORD00000049,C100012,2021-01-25 01:26:05,completed,paypal,524.43,41.95,0.0,0.0,566.38
ORD00000050,C100012,2021-05-06 00:04:02,completed,credit_card,369.41,29.55,0.0,0.0,398.96
ORD00000051,C100012,2021-04-22 02:31:29,completed,credit_card,205.44,16.44,0.0,0.0,221.88
ORD00000052,C100013,2022-07-01 20:51:54,completed,credit_card,75.18,6.01,0.0,0.0,81.19
ORD00000053,C100013,2021-09-15 23:48:16,completed,credit_card,97.27,7.78,0.0,0.0,105.05
ORD00000054,C100013,2022-03-24 22:08:03,completed,credit_card,298.46,23.88,0.0,0.0,322.34
ORD00000055,C100013,2023-01-28 20:43:44,completed,paypal,300.61,24.05,0.0,0.0,324.66
ORD00000056,C100014,2021-12-20 18:06:15,completed,credit_card,211.51,16.92,0.0,0.0,228.43
ORD00000057,C100014,2023-05-18 16:29:24,completed,credit_card,69.22,5.54,0.0,0.0,74.76
ORD00000058,C100014,2022-07-12 08:31:31,completed,credit_card,82.57,6.61,0.0,0.0,89.18
ORD00000059,C100014,2021-09-27 09:33:34,completed,credit_card,63.8,5.1,0.0,0.0,68.9
ORD00000060,C100015,2024-04-20 21:34:58,completed,bank_transfer,225.98,18.08,0.0,0.0,244.06
ORD00000061,C100015,2022-01-16 10:22:22,completed,paypal,401.46,32.12,0.0,0.0,433.58
ORD00000062,C100015,2020-05-08 18:15:57,completed,bank_transfer,156.77,12.54,0.0,0.0,169.31
ORD00000063,C100016,2024-05-18 03:55:07,completed,credit_card,273.7,21.9,0.0,0.0,295.6
ORD00000064,C100018,2022-10-15 11:13:15,completed,credit_card,123.58,9.89,0.0,0.0,133.47
ORD00000065,C100018,2021-07-07 15:24:03,completed,credit_card,136.67,10.93,0.0,0.0,147.6
ORD00000066,C100018,2020-01-25 17:29:19,completed,credit_card,162.79,13.02,0.0,0.0,175.81
ORD00000067,C100018,2020-12-03 16:09:30,completed,credit_card,309.29,24.74,0.0,30.93,303.1
ORD00000068,C100018,2021-06-27 09:13:56,completed,credit_card,271.37,21.71,0.0,0.0,293.08
ORD00000069,C100019,2024-08-25 11:35:43,completed,credit_card,197.4,15.79,0.0,0.0,213.19
ORD00000070,C100020,2024-11-30 17:44:24,completed,credit_card,233.02,18.64,0.0,0.0,251.66
ORD00000071,C100021,2022-02-19 07:06:32,completed,credit_card,218.9,17.51,0.0,0.0,236.41
ORD00000072,C100021,2023-02-14 08:44:05,completed,credit_card,153.14,12.25,0.0,15.31,150.07
ORD00000073,C100021,2022-06-05 14:48:37,completed,credit_card,38.29,3.06,0.0,0.0,41.35
ORD00000074,C100021,2024-12-06 12:53:10,completed,bank_transfer,163.14,13.05,0.0,0.0,176.19
ORD00000075,C100022,2021-06-08 19:01:22,completed,credit_card,351.8,28.14,0.0,0.0,379.94
ORD00000076,C100022,2021-08-25 03:42:40,completed,credit_card,85.01,6.8,0.0,8.5,83.31
ORD00000077,C100022,2024-12-31 08:43:16,completed,bank_transfer,245.33,19.63,0.0,0.0,264.96
ORD00000078,C100022,2022-04-22 03:11:18,completed,credit_card,150.2,12.02,0.0,0.0,162.22
ORD00000079,C100023,2022-08-16 19:29:37,completed,credit_card,184.69,14.77,0.0,0.0,199.46
ORD00000080,C100023,2022-10-27 11:45:07,completed,paypal,207.04,16.56,0.0,0.0,223.6
ORD00000081,C100023,2023-11-02 22:41:41,completed,credit_card,193.29,15.46,0.0,0.0,208.75
ORD00000082,C100023,2024-09-10 11:01:54,completed,credit_card,130.32,10.43,0.0,0.0,140.75
ORD00000083,C100024,2022-04-21 19:42:53,completed,credit_card,368.6,29.49,0.0,0.0,398.09
ORD00000084,C100024,2019-08-11 14:08:13,completed,credit_card,288.3,23.06,0.0,0.0,311.36
ORD00000085,C100024,2020-03-19 07:35:58,completed,bank_transfer,18.02,1.44,3.58,0.0,23.04
ORD00000086,C100024,2019-03-28 12:08:15,completed,credit_card,433.82,34.71,0.0,0.0,468.53
ORD00000087,C100024,2021-09-23 12:33:15,completed,bank_transfer,231.84,18.55,0.0,0.0,250.39
ORD00000088,C100024,2020-12-01 07:30:27,completed,credit_card,36.66,2.93,0.0,0.0,39.59
ORD00000089,C100025,2023-09-28 23:50:42,completed,credit_card,152.53,12.2,0.0,0.0,164.73
ORD00000090,C100025,2023-11-28 06:49:07,completed,credit_card,74.25,5.94,0.0,0.0,80.19
ORD00000091,C100025,2024-05-22 03:04:02,completed,credit_card,250.29,20.02,0.0,0.0,270.31
ORD00000092,C100025,2024-07-10 04:16:23,completed,credit_card,104.31,8.34,0.0,0.0,112.65
ORD00000093,C100026,2018-09-20 13:34:57,completed,credit_card,328.88,26.31,0.0,0.0,355.19
ORD00000095,C100026,2019-03-31 14:15:23,completed,bank_transfer,241.53,19.32,0.0,0.0,260.85
ORD00000096,C100026,2023-06-05 15:49:26,completed,credit_card,200.36,16.03,0.0,20.04,196.35
ORD00000097,C100027,2024-02-20 14:28:53,completed,credit_card,107.6,8.61,0.0,0.0,116.21
ORD00000098,C100027,2022-08-15 22:55:56,completed,credit_card,67.3,5.38,0.0,0.0,72.68
ORD00000099,C100027,2022-07-29 23:59:55,completed,credit_card,142.2,11.38,0.0,0.0,153.58
ORD00000100,C100027,2020-12-24 17:23:07,completed,credit_card,324.23,25.94,0.0,0.0,350.17
ORD00000101,C100028,2024-07-07 21:54:49,completed,paypal,228.68,18.29,0.0,0.0,246.97
ORD00000103,C100028,2024-03-04 12:22:25,completed,credit_card,143.07,11.45,0.0,0.0,154.52
ORD00000104,C100028,2024-07-15 21:29:57,completed,paypal,178.34,14.27,0.0,0.0,192.61
ORD00000105,C100029,2022-04-16 05:52:38,completed,paypal,14.36,1.15,3.58,0.0,19.09
ORD00000106,C100029,2021-09-20 23:42:33,completed,credit_card,268.05,21.44,0.0,0.0,289.49
ORD00000107,C100029,2022-03-17 15:16:43,completed,paypal,55.36,4.43,0.0,0.0,59.79
ORD00000108,C100029,2023-04-03 08:16:49,completed,credit_card,259.38,20.75,0.0,0.0,280.13
ORD00000109,C100029,2024-10-04 19:34:04,completed,paypal,83.49,6.68,0.0,0.0,90.17
ORD00000110,C100029,2022-01-29 12:50:21,completed,credit_card,92.58,7.41,0.0,0.0,99.99
ORD00000111,C100030,2024-03-12 12:42:50,completed,paypal,106.88,8.55,0.0,0.0,115.43
ORD00000112,C100030,2022-07-02 14:01:39,completed,credit_card,286.04,22.88,0.0,28.6,280.32
ORD00000113,C100030,2022-11-05 22:11:18,completed,paypal,429.23,34.34,0.0,0.0,463.57
ORD00000114,C100030,2022-08-22 16:11:38,completed,paypal,166.08,13.29,0.0,0.0,179.37
ORD00000115,C100030,2022-09-26 18:53:33,completed,paypal,338.78,27.1,0.0,0.0,365.88
ORD00000116,C100031,2024-08-06 04:03:20,completed,bank_transfer,184.93,14.79,0.0,0.0,199.72
ORD00000117,C100031,2023-04-28 09:01:39,completed,credit_card,248.83,19.91,0.0,0.0,268.74
ORD00000118,C100031,2023-07-25 08:47:25,completed,bank_transfer,158.69,12.69,0.0,0.0,171.38
ORD00000119,C100032,2021-03-13 22:32:17,completed,credit_card,165.37,13.23,0.0,0.0,178.6
ORD00000120,C100032,2020-09-07 02:04:54,completed,credit_card,156.15,12.49,0.0,0.0,168.64
ORD00000121,C100032,2024-06-01 13:50:21,completed,credit_card,42.36,3.39,0.0,0.0,45.75
ORD00000122,C100032,2018-11-09 01:52:33,completed,credit_card,43.97,3.52,0.0,4.4,43.1
ORD00000123,C100033,2022-12-18 03:17:40,completed,bank_transfer,70.19,5.62,0.0,0.0,75.81
ORD00000124,C100033,2022-08-13 20:36:14,completed,credit_card,178.67,14.29,0.0,0.0,192.96
ORD00000125,C100033,2023-01-17 10:00:56,completed,credit_card,58.84,4.71,0.0,0.0,63.55
ORD00000126,C100034,2024-08-02 22:58:25,completed,credit_card,154.25,12.34,0.0,0.0,166.59
ORD00000127,C100035,2023-07-03 10:39:05,completed,credit_card,147.87,11.83,0.0,0.0,159.7
ORD00000128,C100035,2024-10-04 06:32:03,completed,credit_card,297.98,23.84,0.0,0.0,321.82
ORD00000129,C100035,2023-09-07 21:51:04,completed,paypal,123.21,9.86,0.0,0.0,133.07
ORD00000130,C100036,2019-06-15 21:01:25,completed,credit_card,365.36,29.23,0.0,0.0,394.59
ORD00000131,C100036,2023-04-14 05:32:40,completed,credit_card,169.6,13.57,0.0,0.0,183.17
ORD00000132,C100036,2024-03-16 18:54:19,completed,credit_card,303.94,24.31,0.0,0.0,328.25
ORD00000133,C100036,2022-01-22 19:36:49,completed,paypal,47.9,3.83,0.0,0.0,51.73
ORD00000134,C100036,2019-05-19 07:49:41,completed,credit_card,440.67,35.25,0.0,0.0,475.92
ORD00000135,C100036,2019-08-27 15:19:39,completed,credit_card,272.85,21.83,0.0,0.0,294.68
ORD00000136,C100037,2023-12-21 13:34:32,completed,credit_card,215.83,17.27,0.0,0.0,233.1
ORD00000137,C100037,2020-11-09 15:27:05,completed,credit_card,293.46,23.48,0.0,0.0,316.94
ORD00000138,C100037,2023-08-07 17:42:05,completed,credit_card,180.66,14.45,0.0,0.0,195.11
ORD00000139,C100038,2024-09-06 17:06:14,completed,paypal,112.88,9.03,0.0,0.0,121.91
ORD00000140,C100038,2024-10-05 04:47:08,completed,credit_card,306.44,24.52,0.0,0.0,330.96
ORD00000141,C100038,2024-11-19 23:53:37,completed,credit_card,356.76,28.54,0.0,35.68,349.63
ORD00000142,C100039,2022-04-26 13:53:26,completed,credit_card,71.3,5.7,0.0,0.0,77.0
ORD00000143,C100039,2022-06-04 02:00:08,completed,credit_card,422.65,33.81,0.0,0.0,456.46
ORD00000144,C100039,2021-10-26 06:13:09,completed,credit_card,308.94,24.71,0.0,0.0,333.65
ORD00000145,C100039,2024-08-26 01:26:30,completed,credit_card,104.13,8.33,0.0,0.0,112.46
ORD00000146,C100040,2024-07-30 15:16:34,completed,paypal,392.8,31.42,0.0,0.0,424.22
ORD00000147,C100040,2024-08-14 07:50:39,completed,credit_card,327.28,26.18,0.0,0.0,353.46
ORD00000148,C100041,2023-02-07 01:31:46,completed,paypal,246.0,19.68,0.0,0.0,265.68
ORD00000149,C100041,2024-05-31 10:43:32,completed,credit_card,24.43,1.95,3.56,0.0,29.94
ORD00000150,C100041,2023-01-20 13:29:28,completed,credit_card,288.16,23.05,0.0,0.0,311.21
ORD00000151,C100041,2022-08-08 10:18:41,completed,credit_card,287.37,22.99,0.0,0.0,310.36
ORD00000152,C100041,2023-07-07 13:26:53,completed,credit_card,278.75,22.3,0.0,0.0,301.05
ORD00000153,C100041,2022-06-16 23:55:43,completed,paypal,172.22,13.78,0.0,0.0,186.0
ORD00000154,C100042,2023-07-23 00:46:22,completed,credit_card,395.88,31.67,0.0,0.0,427.55
ORD00000155,C100042,2024-07-18 07:40:52,completed,paypal,45.38,3.63,0.0,0.0,49.01
ORD00000156,C100042,2023-06-12 10:30:38,completed,credit_card,216.48,17.32,0.0,0.0,233.8
ORD00000157,C100042,2023-10-21 15:58:57,completed,credit_card,264.86,21.19,0.0,0.0,286.05
ORD00000158,C100042,2023-11-02 10:09:24,completed,credit_card,233.54,18.68,0.0,23.35,228.87
ORD00000159,C100042,2024-04-16 06:25:04,completed,credit_card,374.32,29.95,0.0,0.0,404.27
ORD00000160,C100043,2023-07-26 19:42:42,completed,credit_card,60.69,4.86,0.0,0.0,65.55
ORD00000161,C100043,2023-12-03 10:38:40,completed,bank_transfer,125.09,10.01,0.0,0.0,135.1
ORD00000162,C100043,2023-08-04 04:29:15,completed,credit_card,174.62,13.97,0.0,0.0,188.59
ORD00000163,C100045,2018-09-09 21:04:39,completed,bank_transfer,163.24,13.06,0.0,0.0,176.3
ORD00000164,C100045,2018-05-01 10:48:19,completed,credit_card,147.78,11.82,0.0,0.0,159.6
ORD00000165,C100045,2018-04-26 20:10:53,completed,credit_card,491.12,39.29,0.0,0.0,530.41
ORD00000166,C100046,2023-02-20 01:45:09,completed,paypal,160.07,12.81,0.0,0.0,172.88
ORD00000167,C100046,2023-10-16 20:22:19,completed,paypal,96.63,7.73,0.0,0.0,104.36
ORD00000168,C100046,2022-04-16 01:29:50,completed,credit_card,167.01,13.36,0.0,0.0,180.37
ORD00000169,C100046,2022-09-26 04:26:35,completed,credit_card,284.04,22.72,0.0,0.0,306.76
ORD00000170,C100047,2023-06-12 03:31:49,completed,paypal,179.38,14.35,0.0,0.0,193.73
ORD00000171,C100047,2023-02-13 14:57:17,completed,credit_card,118.65,9.49,0.0,0.0,128.14
ORD00000172,C100047,2024-05-26 11:39:36,completed,paypal,381.85,30.55,0.0,0.0,412.4
ORD00000173,C100047,2022-09-28 06:20:33,completed,paypal,148.92,11.91,0.0,0.0,160.83
ORD00000174,C100047,2023-07-28 13:39:43,completed,credit_card,56.85,4.55,0.0,0.0,61.4
ORD00000175,C100049,2023-09-28 15:09:34,completed,credit_card,194.09,15.53,0.0,0.0,209.62
ORD00000176,C100049,2020-12-08 00:30:19,completed,credit_card,47.87,3.83,0.0,4.78,46.92
ORD00000177,C100050,2020-03-12 06:07:36,completed,paypal,205.72,16.46,0.0,0.0,222.18
ORD00000178,C100050,2021-11-10 10:33:26,completed,credit_card,276.53,22.12,0.0,0.0,298.65
ORD00000180,C100050,2019-07-01 10:15:17,completed,bank_transfer,297.46,23.8,0.0,0.0,321.26
ORD00000181,C100050,2020-10-10 09:18:31,completed,credit_card,102.58,8.21,0.0,0.0,110.79
ORD00000182,C100051,2022-12-25 08:08:07,completed,paypal,281.62,22.53,0.0,0.0,304.15
ORD00000183,C100051,2023-05-17 13:51:21,completed,credit_card,252.63,20.21,0.0,25.26,247.57
ORD00000184,C100051,2023-06-15 13:08:16,completed,credit_card,61.37,4.91,0.0,0.0,66.28
ORD00000185,C100052,2024-12-31 17:31:04,completed,credit_card,243.25,19.46,0.0,0.0,262.71
ORD00000186,C100052,2022-06-22 23:47:16,completed,credit_card,81.53,6.52,0.0,0.0,88.05
ORD00000187,C100052,2019-05-05 22:28:24,completed,credit_card,354.21,28.34,0.0,0.0,382.55
ORD00000188,C100053,2021-08-08 15:51:25,completed,bank_transfer,10.96,0.88,3.58,1.1,14.32
ORD00000189,C100053,2024-08-28 03:30:11,completed,paypal,151.4,12.11,0.0,0.0,163.51
ORD00000190,C100053,2021-05-16 02:14:36,completed,bank_transfer,241.84,19.35,0.0,0.0,261.19
ORD00000191,C100053,2021-02-21 16:33:09,completed,credit_card,273.33,21.87,0.0,0.0,295.2
ORD00000192,C100053,2021-01-30 01:44:36,completed,credit_card,68.34,5.47,0.0,0.0,73.81
ORD00000193,C100054,2020-08-18 20:15:19,completed,credit_card,39.25,3.14,0.0,0.0,42.39
ORD00000194,C100054,2019-06-01 00:51:26,completed,credit_card,520.03,41.6,0.0,0.0,561.63
ORD00000195,C100055,2024-05-09 05:23:25,completed,credit_card,192.62,15.41,0.0,0.0,208.03
ORD00000196,C100055,2024-06-28 14:03:42,completed,credit_card,61.52,4.92,0.0,0.0,66.44
ORD00000197,C100055,2024-10-29 16:12:47,completed,credit_card,56.88,4.55,0.0,0.0,61.43
ORD00000198,C100056,2020-03-21 16:42:33,completed,credit_card,339.33,27.15,0.0,0.0,366.48
ORD00000199,C100056,2021-03-14 21:28:09,completed,credit_card,342.02,27.36,0.0,0.0,369.38
ORD00000200,C100056,2020-09-27 14:31:27,completed,credit_card,415.38,33.23,0.0,0.0,448.61
ORD00000201,C100057,2022-03-14 05:26:43,completed,credit_card,277.44,22.19,0.0,0.0,299.63
ORD00000202,C100057,2024-02-02 20:28:05,completed,paypal,272.48,21.8,0.0,0.0,294.28
ORD00000203,C100057,2023-07-23 20:59:25,completed,credit_card,86.78,6.94,0.0,0.0,93.72
ORD00000204,C100057,2023-02-02 11:46:37,completed,paypal,227.4,18.19,0.0,0.0,245.59
ORD00000205,C100057,2022-10-16 06:50:57,completed,credit_card,104.62,8.37,0.0,0.0,112.99
ORD00000206,C100057,2023-06-29 20:54:05,completed,credit_card,180.72,14.46,0.0,0.0,195.18
ORD00000207,C100058,2022-01-14 22:08:22,completed,credit_card,269.15,21.53,0.0,26.91,263.77
ORD00000208,C100058,2022-02-24 00:57:20,completed,credit_card,233.48,18.68,0.0,23.35,228.81
ORD00000209,C100058,2022-08-19 17:44:00,completed,credit_card,484.62,38.77,0.0,0.0,523.39
ORD00000210,C100058,2022-02-10 15:36:02,completed,credit_card,133.21,10.66,0.0,0.0,143.87
ORD00000211,C100059,2022-10-20 11:46:11,completed,credit_card,22.47,1.8,3.58,0.0,27.85
ORD00000212,C100059,2022-01-31 00:50:59,completed,paypal,221.43,17.71,0.0,0.0,239.14
ORD00000213,C100059,2022-04-30 20:33:57,completed,paypal,36.29,2.9,0.0,0.0,39.19
ORD00000214,C100059,2024-12-22 08:13:38,completed,credit_card,225.44,18.03,0.0,0.0,243.47
ORD00000215,C100060,2024-11-23 20:03:26,completed,credit_card,199.39,15.95,0.0,0.0,215.34
ORD00000216,C100060,2023-12-05 10:05:36,completed,credit_card,16.45,1.32,3.28,0.0,21.05
ORD00000217,C100060,2023-11-17 22:13:29,completed,credit_card,250.61,20.05,0.0,25.06,245.6
ORD00000218,C100060,2023-05-25 21:40:29,completed,bank_transfer,30.9,2.47,3.28,0.0,36.65
ORD00000219,C100061,2022-11-17 06:44:38,completed,credit_card,272.01,21.76,0.0,0.0,293.77
ORD00000220,C100061,2021-02-02 12:38:53,completed,credit_card,157.08,12.57,0.0,0.0,169.65
ORD00000221,C100061,2023-03-16 18:06:31,completed,credit_card,274.91,21.99,0.0,0.0,296.9
ORD00000222,C100062,2022-12-09 22:19:33,completed,credit_card,212.64,17.01,0.0,21.26,208.39
ORD00000223,C100062,2022-05-24 04:28:10,completed,paypal,124.62,9.97,0.0,0.0,134.59
ORD00000224,C100062,2022-04-24 00:04:23,completed,credit_card,118.42,9.47,0.0,11.84,116.05
ORD00000225,C100063,2023-05-25 16:09:47,completed,credit_card,353.94,28.32,0.0,0.0,382.26
ORD00000226,C100063,2022-03-04 09:17:22,completed,credit_card,306.1,24.49,0.0,0.0,330.59
ORD00000227,C100063,2022-10-04 01:49:23,completed,paypal,481.58,38.53,0.0,48.15,471.96
ORD00000228,C100063,2023-01-09 11:39:45,completed,paypal,86.96,6.96,0.0,0.0,93.92
ORD00000229,C100063,2022-05-23 09:03:47,completed,credit_card,251.2,20.1,0.0,0.0,271.3
ORD00000230,C100064,2024-02-16 14:48:47,completed,credit_card,227.06,18.16,0.0,0.0,245.22
ORD00000231,C100064,2023-11-04 19:32:24,completed,bank_transfer,152.92,12.23,0.0,0.0,165.15
ORD00000232,C100064,2022-09-05 18:13:50,completed,credit_card,67.34,5.39,0.0,0.0,72.73
ORD00000233,C100065,2018-09-12 12:01:35,completed,credit_card,60.61,4.85,0.0,0.0,65.46
ORD00000234,C100065,2019-02-20 04:25:35,completed,credit_card,122.25,9.78,0.0,0.0,132.03
ORD00000235,C100065,2020-09-29 07:23:30,completed,credit_card,27.57,2.21,3.58,0.0,33.36
ORD00000236,C100065,2019-03-15 14:57:45,completed,paypal,316.7,25.34,0.0,0.0,342.04
ORD00000237,C100066,2021-02-24 18:41:28,completed,credit_card,90.69,7.25,0.0,0.0,97.94
ORD00000238,C100066,2020-05-24 21:06:45,completed,credit_card,157.92,12.63,0.0,15.8,154.76
ORD00000239,C100066,2022-12-21 06:16:26,completed,credit_card,149.85,11.99,0.0,0.0,161.84
ORD00000240,C100066,2020-12-14 00:42:53,completed,credit_card,203.18,16.25,0.0,0.0,219.43
ORD00000241,C100066,2024-06-15 19:30:03,completed,credit_card,306.38,24.51,0.0,0.0,330.89
ORD00000242,C100067,2024-05-19 15:49:18,completed,credit_card,105.32,8.43,0.0,0.0,113.75
ORD00000243,C100068,2024-11-22 23:14:45,completed,bank_transfer,158.79,12.7,0.0,0.0,171.49
ORD00000244,C100068,2022-06-03 00:41:08,completed,credit_card,220.14,17.61,0.0,0.0,237.75
ORD00000245,C100068,2022-07-30 15:25:22,completed,credit_card,279.86,22.39,0.0,27.98,274.27
ORD00000246,C100069,2022-05-09 22:44:51,completed,bank_transfer,169.92,13.59,0.0,0.0,183.51
ORD00000247,C100069,2023-10-11 14:50:37,completed,credit_card,82.84,6.63,0.0,0.0,89.47
ORD00000248,C100069,2022-08-22 15:27:25,completed,credit_card,240.47,19.24,0.0,0.0,259.71
ORD00000249,C100070,2021-09-28 12:42:15,completed,credit_card,283.9,22.71,0.0,0.0,306.61
ORD00000250,C100070,2022-07-21 14:24:32,completed,paypal,348.02,27.84,0.0,0.0,375.86
ORD00000251,C100070,2020-10-14 19:41:02,completed,credit_card,303.63,24.29,0.0,0.0,327.92
ORD00000252,C100070,2023-01-14 20:02:59,completed,paypal,475.54,38.04,0.0,0.0,513.58
ORD00000253,C100070,2022-10-23 19:42:04,completed,credit_card,199.48,15.96,0.0,0.0,215.44
ORD00000254,C100071,2022-08-21 22:08:16,completed,paypal,123.41,9.87,0.0,0.0,133.28
ORD00000255,C100071,2022-09-20 01:25:11,completed,credit_card,46.11,3.69,0.0,0.0,49.8
ORD00000256,C100071,2022-03-26 02:29:12,completed,credit_card,165.7,13.26,0.0,0.0,178.96
ORD00000257,C100072,2024-03-06 23:18:45,completed,credit_card,265.46,21.24,0.0,0.0,286.7
ORD00000258,C100072,2024-06-12 16:38:43,completed,paypal,15.85,1.27,3.56,0.0,20.68
ORD00000259,C100072,2024-04-05 14:47:39,completed,credit_card,323.16,25.85,0.0,0.0,349.01
ORD00000260,C100072,2024-08-02 08:58:29,completed,credit_card,103.9,8.31,0.0,10.39,101.82
ORD00000261,C100073,2018-10-27 01:09:46,completed,credit_card,304.95,24.4,0.0,0.0,329.35
ORD00000262,C100073,2019-04-18 07:33:19,completed,bank_transfer,140.15,11.21,0.0,0.0,151.36
ORD00000263,C100073,2018-12-31 11:46:12,completed,credit_card,307.23,24.58,0.0,0.0,331.81
ORD00000264,C100073,2018-10-30 01:17:21,completed,credit_card,155.39,12.43,0.0,0.0,167.82
ORD00000265,C100074,2022-11-20 06:35:43,completed,credit_card,292.31,23.38,0.0,0.0,315.69
ORD00000266,C100074,2022-06-12 21:00:42,completed,credit_card,171.72,13.74,0.0,0.0,185.46
ORD00000267,C100074,2021-06-15 23:45:40,completed,credit_card,287.41,22.99,0.0,0.0,310.4
ORD00000268,C100074,2021-08-18 09:10:16,completed,credit_card,207.32,16.59,0.0,0.0,223.91
ORD00000269,C100074,2022-12-07 09:26:52,completed,credit_card,219.02,17.52,0.0,0.0,236.54
ORD00000270,C100074,2021-10-14 06:49:55,completed,paypal,153.45,12.28,0.0,0.0,165.73
ORD00000271,C100075,2022-05-22 04:45:37,completed,bank_transfer,301.14,24.09,0.0,0.0,325.23
