order_item_id,order_id,product_id,quantity,unit_price,total_price,discount
71,ORD00000026,1117,1,74.65079068908707,74.65079068908707,0.0
72,ORD00000026,1174,3,26.953404721382604,80.8602141641478,0.0
73,ORD00000026,1144,1,77.62405293773007,77.62405293773007,0.0
74,ORD00000026,1021,1,61.37439231146224,61.37439231146224,0.0
75,ORD00000027,1067,3,6.322094465535631,18.966283396606894,0.0
76,ORD00000027,1029,3,42.464444410092796,95.54499992270878,31.848333307569597
77,ORD00000027,1074,1,59.98478342893857,50.987065914597785,8.997717514340785
78,ORD00000028,1108,3,28.230342613431382,84.69102784029415,0.0
79,ORD00000028,1139,3,18.14628896592851,54.43886689778553,0.0
80,ORD00000029,1114,2,21.39496919128791,38.510944544318235,4.278993838257582
81,ORD00000029,1079,2,26.60287275101627,53.20574550203254,0.0
82,ORD00000030,1143,1,69.17998815158396,55.343990521267166,13.835997630316792
83,ORD00000030,1087,1,34.05167712130083,34.05167712130083,0.0
84,ORD00000031,1076,2,61.49958230087879,122.99916460175758,0.0
85,ORD00000031,1112,1,56.75488170199165,56.75488170199165,0.0
86,ORD00000031,1111,1,49.65660930207343,49.65660930207343,0.0
87,ORD00000031,1023,3,56.4919827242169,169.4759481726507,0.0
88,ORD00000032,1049,3,12.030757982930181,36.09227394879054,0.0
89,ORD00000032,1160,2,51.72224412744645,93.10003942940361,10.344448825489291
90,ORD00000032,1001,3,29.98300246526304,80.9541066562102,8.994900739578913
91,ORD00000033,1189,1,64.30383806380945,45.012686644666616,19.29115141914283
92,ORD00000033,1174,3,26.953404721382604,80.8602141641478,0.0
93,ORD00000034,1025,3,27.360272186986382,61.56061242071935,20.520204140239784
94,ORD00000034,1181,2,26.85951222932019,53.71902445864038,0.0
95,ORD00000034,1006,1,9.070014733228842,6.349010313260189,2.7210044199686525
96,ORD00000034,1093,3,24.70624441135558,74.11873323406674,0.0
99,ORD00000036,1066,3,35.07197553504569,89.43353761436649,15.78238899077056
100,ORD00000036,1188,2,13.758379836878532,27.516759673757065,0.0
101,ORD00000036,1122,1,53.825435949644444,53.825435949644444,0.0
102,ORD00000037,1198,3,60.886151352737706,182.65845405821312,0.0
103,ORD00000037,1151,3,33.513360166809676,100.54008050042903,0.0
104,ORD00000037,1039,3,28.180266617664767,84.5407998529943,0.0
105,ORD00000037,1061,2,21.92076714683741,43.84153429367482,0.0
106,ORD00000038,1143,1,69.17998815158396,69.17998815158396,0.0
107,ORD00000038,1129,2,30.696585404937363,42.97521956691231,18.417951242962417
108,ORD00000038,1144,1,77.62405293773007,77.62405293773007,0.0
109,ORD00000039,1138,2,18.484301937353187,36.968603874706375,0.0
110,ORD00000039,1006,3,9.070014733228842,24.48903977971787,2.7210044199686525
111,ORD00000039,1131,2,18.327814450582505,27.491721675873755,9.163907225291252
112,ORD00000040,1094,1,10.42206661892755,7.295446633249285,3.1266199856782646
113,ORD00000041,1107,2,62.21942474002394,124.43884948004788,0.0
114,ORD00000042,1047,1,36.95608487576472,36.95608487576472,0.0
115,ORD00000042,1110,1,9.076274232699669,9.076274232699669,0.0
116,ORD00000042,1141,1,34.27075960277978,23.98953172194585,10.281227880833935
117,ORD00000042,1192,1,11.943124990338598,9.554499992270879,2.3886249980677197
118,ORD00000043,1101,2,59.63425145857224,89.45137718785836,29.81712572928612
119,ORD00000043,1061,1,21.92076714683741,21.92076714683741,0.0
120,ORD00000043,1106,3,52.46712456447491,157.40137369342474,0.0
121,ORD00000043,1107,3,62.21942474002394,149.32661937605747,37.331654844014366
122,ORD00000043,1005,1,12.168466971288384,12.168466971288384,0.0
123,ORD00000044,1199,3,7.173386393568152,21.520159180704457,0.0
124,ORD00000044,1014,3,38.22050376887185,103.19536017595398,11.466151130661554
125,ORD00000044,1097,2,22.396489106620287,44.79297821324057,0.0
126,ORD00000044,1147,2,60.886151352737706,121.77230270547541,0.0
127,ORD00000045,1120,2,32.899929218668596,65.79985843733719,0.0
128,ORD00000045,1113,3,52.561017056537324,157.68305116961196,0.0
129,ORD00000045,1038,2,62.04415875484077,99.27065400774524,24.81766350193631
130,ORD00000045,1108,3,28.230342613431382,84.69102784029415,0.0
131,ORD00000046,1100,3,15.667527175480878,47.00258152644263,0.0
132,ORD00000046,1050,1,32.96252421337687,32.96252421337687,0.0
133,ORD00000046,1028,2,38.74630172442134,77.49260344884269,0.0
134,ORD00000046,1004,3,31.13475036789528,93.40425110368584,0.0
135,ORD00000047,1145,2,34.33335459748806,61.80003827547851,6.866670919497611
136,ORD00000047,1020,1,26.502720759483033,26.502720759483033,0.0
137,ORD00000047,1103,1,15.56737518394764,15.56737518394764,0.0
138,ORD00000047,1192,3,11.943124990338598,35.829374971015795,0.0
139,ORD00000047,1186,2,32.123751284286,64.247502568572,0.0
140,ORD00000048,1080,3,29.43216651183024,88.29649953549071,0.0
141,ORD00000048,1009,1,72.14699090075612,72.14699090075612,0.0
142,ORD00000048,1022,2,61.405689808816376,110.53024165586947,12.281137961763276
143,ORD00000049,1121,1,21.783058158479204,21.783058158479204,0.0
144,ORD00000049,1145,3,34.33335459748806,92.70005741321775,10.300006379246419
145,ORD00000049,1157,3,53.825435949644444,161.47630784893337,0.0
146,ORD00000049,1040,3,37.15638885883119,111.46916657649358,0.0
147,ORD00000049,1063,2,35.097013532929,70.194027065858,0.0
148,ORD00000050,1049,1,12.030757982930181,12.030757982930181,0.0
149,ORD00000050,1138,2,18.484301937353187,29.574883099765103,7.393720774941275
150,ORD00000050,1122,3,53.825435949644444,161.47630784893337,0.0
151,ORD00000050,1101,2,59.63425145857224,119.26850291714447,0.0
152,ORD00000051,1172,1,10.465883115223342,10.465883115223342,0.0
153,ORD00000051,1079,3,26.60287275101627,79.8086182530488,0.0
154,ORD00000051,1050,3,32.96252421337687,88.99881537611753,9.88875726401306
155,ORD00000052,1140,1,65.5995544542707,65.5995544542707,0.0
156,ORD00000053,1125,3,6.37217046130225,19.11651138390675,0.0
157,ORD00000053,1061,3,21.92076714683741,65.76230144051222,0.0
158,ORD00000054,1081,3,49.712944797310875,149.13883439193262,0.0
159,ORD00000054,1050,1,32.96252421337687,26.370019370701492,6.592504842675373
160,ORD00000054,1029,2,42.464444410092796,84.92888882018559,0.0
161,ORD00000055,1150,1,72.79797884572217,72.79797884572217,0.0
162,ORD00000055,1038,3,62.04415875484077,186.13247626452232,0.0
163,ORD00000055,1178,3,9.12009072899546,27.360272186986382,0.0
164,ORD00000056,1069,2,50.26378075074368,80.42204920118988,20.10551230029747
165,ORD00000056,1012,2,28.242861612373037,50.83715090227147,5.648572322474607
166,ORD00000056,1116,2,26.652948746782887,53.30589749356577,0.0
167,ORD00000057,1050,2,32.96252421337687,65.92504842675373,0.0
168,ORD00000058,1080,2,29.43216651183024,58.86433302366048,0.0
169,ORD00000058,1171,1,8.162387309958874,8.162387309958874,0.0
170,ORD00000058,1199,1,7.173386393568152,5.021370475497706,2.152015918070446
171,ORD00000059,1013,1,55.67198829353852,55.67198829353852,0.0
172,ORD00000060,1198,1,60.886151352737706,60.886151352737706,0.0
173,ORD00000060,1127,1,13.921126823120042,13.921126823120042,0.0
174,ORD00000060,1119,1,46.0573971063477,46.0573971063477,0.0
175,ORD00000060,1144,1,77.62405293773007,77.62405293773007,0.0
176,ORD00000061,1199,2,7.173386393568152,10.042740950995412,4.304031836140892
177,ORD00000061,1190,1,85.05407880960213,85.05407880960213,0.0
178,ORD00000061,1048,1,36.61807190434004,36.61807190434004,0.0
179,ORD00000061,1070,3,61.443246805641344,184.32974041692404,0.0
180,ORD00000061,1089,1,34.27075960277978,34.27075960277978,0.0
181,ORD00000062,1086,1,39.52873915827476,31.622991326619815,7.905747831654954
182,ORD00000062,1007,1,35.08449453398734,28.067595627189874,7.0168989067974685
183,ORD00000062,1089,3,34.27075960277978,77.10920910625451,25.703069702084836
184,ORD00000063,1028,2,38.74630172442134,61.99408275907415,15.498520689768538
185,ORD00000063,1038,3,62.04415875484077,148.90598101161785,37.22649525290446
186,ORD00000063,1092,2,14.747380753269255,29.49476150653851,0.0
187,ORD00000064,1157,2,53.825435949644444,96.88578470936,10.76508718992889
188,ORD00000064,1005,1,12.168466971288384,10.951620274159547,1.2168466971288383
189,ORD00000065,1000,2,43.93542678573722,61.509597500032115,26.361256071442334
190,ORD00000065,1016,3,14.97272273421904,44.91816820265712,0.0
191,ORD00000065,1041,1,14.259139794544721,12.833225815090248,1.4259139794544722
192,ORD00000066,1175,2,34.95304504509997,69.90609009019994,0.0
193,ORD00000066,1009,1,72.14699090075612,72.14699090075612,0.0
194,ORD00000067,1184,3,19.955284312997616,41.906097057295,17.959755881697856
195,ORD00000067,1117,1,74.65079068908707,74.65079068908707,0.0
196,ORD00000067,1037,2,20.956804228329993,29.33952591966199,12.574082536997997
197,ORD00000067,1191,3,41.331475005873045,123.99442501761914,0.0
198,ORD00000068,1030,1,66.68244786272385,53.34595829017908,13.33648957254477
199,ORD00000068,1091,2,27.923627139360843,55.847254278721685,0.0
200,ORD00000068,1194,2,41.406588999522974,82.81317799904595,0.0
201,ORD00000068,1097,2,22.396489106620287,44.79297821324057,0.0
202,ORD00000069,1040,3,37.15638885883119,111.46916657649358,0.0
203,ORD00000069,1056,3,20.6375697553178,61.912709265953396,0.0
204,ORD00000070,1070,3,61.443246805641344,184.32974041692404,0.0
205,ORD00000070,1104,1,20.337113780718088,20.337113780718088,0.0
206,ORD00000071,1125,1,6.37217046130225,6.37217046130225,0.0
207,ORD00000071,1075,2,53.86925244594024,107.73850489188048,0.0
208,ORD00000071,1045,2,54.93336735598089,76.90671429837325,32.96002041358853
209,ORD00000072,1196,1,40.55529707149046,40.55529707149046,0.0
210,ORD00000072,1063,3,35.097013532929,105.29104059878699,0.0
211,ORD00000073,1148,2,16.70660408763822,33.41320817527644,0.0
212,ORD00000074,1084,3,11.25458004854759,33.763740145642764,0.0
213,ORD00000074,1191,2,41.331475005873045,82.66295001174609,0.0
214,ORD00000074,1181,1,26.85951222932019,26.85951222932019,0.0
215,ORD00000075,1022,3,61.405689808816376,147.37365554115928,36.84341388528983
216,ORD00000075,1066,2,35.07197553504569,63.12955596308223,7.014395107009137
217,ORD00000075,1009,1,72.14699090075612,72.14699090075612,0.0
218,ORD00000075,1005,2,12.168466971288384,24.336933942576767,0.0
219,ORD00000076,1001,2,29.98300246526304,59.96600493052608,0.0
220,ORD00000076,1083,3,4.73844109941631,14.21532329824893,0.0
221,ORD00000077,1079,1,26.60287275101627,26.60287275101627,0.0
222,ORD00000077,1084,3,11.25458004854759,33.763740145642764,0.0
223,ORD00000077,1142,3,25.82043531716285,65.84211005876527,11.619195892723283
224,ORD00000077,1178,3,9.12009072899546,27.360272186986382,0.0
225,ORD00000077,1056,3,20.6375697553178,61.912709265953396,0.0
226,ORD00000078,1099,1,50.33889474439361,40.27111579551489,10.067778948878722
227,ORD00000078,1105,2,29.031558545697287,52.256805382255116,5.806311709139458
228,ORD00000078,1049,1,12.030757982930181,12.030757982930181,0.0
229,ORD00000078,1020,1,26.502720759483033,26.502720759483033,0.0
230,ORD00000079,1117,1,74.65079068908707,74.65079068908707,0.0
231,ORD00000079,1161,2,31.310016353078446,62.62003270615689,0.0
232,ORD00000079,1192,2,11.943124990338598,23.886249980677196,0.0
233,ORD00000080,1127,1,13.921126823120042,13.921126823120042,0.0
234,ORD00000080,1014,3,38.22050376887185,103.19536017595398,11.466151130661554
235,ORD00000080,1034,1,29.219343529822105,29.219343529822105,0.0
236,ORD00000080,1145,1,34.33335459748806,34.33335459748806,0.0
237,ORD00000081,1122,2,53.825435949644444,107.65087189928889,0.0
238,ORD00000081,1029,2,42.464444410092796,76.43599993816703,8.492888882018558
239,ORD00000082,1046,2,32.468023755181505,64.93604751036301,0.0
240,ORD00000082,1162,1,18.734681916186283,18.734681916186283,0.0
241,ORD00000082,1114,1,21.39496919128791,16.04622689346593,5.348742297821977
242,ORD00000082,1092,1,14.747380753269255,14.747380753269255,0.0
243,ORD00000083,1123,3,31.084674372128656,93.25402311638597,0.0
244,ORD00000083,1156,3,30.81551589488308,92.44654768464925,0.0
245,ORD00000083,1010,3,14.728602254856773,39.76722608811329,4.418580676457032
246,ORD00000083,1033,2,48.08547493489576,96.17094986979151,0.0
247,ORD00000084,1022,3,61.405689808816376,138.16280206983686,46.05426735661228
248,ORD00000084,1051,3,33.626031157284565,70.61466543029759,30.263428041556107
249,ORD00000084,1114,2,21.39496919128791,42.78993838257582,0.0
250,ORD00000085,1060,2,10.484661613635824,15.726992420453737,5.242330806817912
251,ORD00000086,1079,2,26.60287275101627,53.20574550203254,0.0
252,ORD00000086,1009,1,72.14699090075612,72.14699090075612,0.0
253,ORD00000086,1130,2,12.606631934246298,22.69193748164334,2.52132638684926
254,ORD00000086,1194,3,41.406588999522974,111.79779029871203,12.421976699856891
255,ORD00000086,1159,2,59.352573982385,118.70514796477,0.0
256,ORD00000087,1115,2,54.05077793059423,86.48124468895077,21.62031117223769
257,ORD00000087,1198,1,60.886151352737706,60.886151352737706,0.0
258,ORD00000087,1045,1,54.93336735598089,54.93336735598089,0.0
259,ORD00000088,1006,1,9.070014733228842,9.070014733228842,0.0
260,ORD00000088,1165,2,11.461143531084891,22.922287062169783,0.0
261,ORD00000089,1145,1,34.33335459748806,34.33335459748806,0.0
262,ORD00000089,1085,2,24.44334543358083,48.88669086716166,0.0
263,ORD00000089,1038,1,62.04415875484077,62.04415875484077,0.0
264,ORD00000090,1130,2,12.606631934246298,25.213263868492596,0.0
265,ORD00000090,1134,1,64.99864250507129,45.4990497535499,19.499592751521384
266,ORD00000091,1038,2,62.04415875484077,124.08831750968154,0.0
267,ORD00000091,1008,2,23.38549002301101,42.09388204141982,4.677098004602202
268,ORD00000091,1003,3,19.873910819876862,53.65955921366752,5.962173245963059
269,ORD00000092,1140,1,65.5995544542707,59.03959900884363,6.559955445427071
270,ORD00000092,1158,1,38.33317475934674,32.58319854544473,5.749976213902011
271,ORD00000093,1025,1,27.360272186986382,27.360272186986382,0.0
272,ORD00000093,1029,3,42.464444410092796,127.39333323027839,0.0
273,ORD00000093,1152,3,12.0808339786968,36.242501936090406,0.0
274,ORD00000093,1198,1,60.886151352737706,60.886151352737706,0.0
275,ORD00000093,1063,1,35.097013532929,35.097013532929,0.0
279,ORD00000095,1164,3,50.282559249156165,150.8476777474685,0.0
280,ORD00000095,1127,3,13.921126823120042,41.76338046936013,0.0
281,ORD00000095,1139,1,18.14628896592851,18.14628896592851,0.0
282,ORD00000096,1114,3,21.39496919128791,64.18490757386373,0.0
283,ORD00000096,1149,2,40.830715048206855,81.66143009641371,0.0
284,ORD00000096,1001,2,29.98300246526304,44.97450369789456,14.99150123263152
285,ORD00000097,1195,3,31.50406083667409,94.51218251002228,0.0
286,ORD00000098,1044,1,35.54769749482856,31.992927745345707,3.5547697494828565
287,ORD00000098,1060,3,10.484661613635824,26.73588711477135,4.71809772613612
288,ORD00000099,1038,2,62.04415875484077,124.08831750968154,0.0
289,ORD00000100,1127,3,13.921126823120042,41.76338046936013,0.0
290,ORD00000100,1040,2,37.15638885883119,74.31277771766239,0.0
291,ORD00000100,1046,3,32.468023755181505,73.05305344915837,24.35101781638613
292,ORD00000100,1049,3,12.030757982930181,36.09227394879054,0.0
293,ORD00000100,1062,1,64.11605307968463,57.70444777171616,6.411605307968464
294,ORD00000101,1162,3,18.734681916186283,44.963236598847075,11.24080914971177
295,ORD00000101,1043,1,10.334433626335969,10.334433626335969,0.0
296,ORD00000101,1154,1,81.44234761493476,81.44234761493476,0.0
297,ORD00000101,1062,1,64.11605307968463,64.11605307968463,0.0
299,ORD00000103,1075,1,53.86925244594024,53.86925244594024,0.0
300,ORD00000103,1080,1,29.43216651183024,22.074124883872678,7.35804162795756
301,ORD00000103,1081,1,49.712944797310875,49.712944797310875,0.0
302,ORD00000104,1073,2,43.89786978891226,79.01616562004206,8.779573957782452
303,ORD00000104,1144,1,77.62405293773007,77.62405293773007,0.0
304,ORD00000105,1100,1,15.667527175480878,12.534021740384702,3.1335054350961755
305,ORD00000106,1134,1,64.99864250507129,55.24884612931059,9.749796375760692
306,ORD00000106,1189,1,64.30383806380945,54.65826235423803,9.645575709571416
307,ORD00000106,1191,3,41.331475005873045,123.99442501761914,0.0
308,ORD00000107,1028,1,38.74630172442134,38.74630172442134,0.0
309,ORD00000107,1058,1,9.564515191424203,9.564515191424203,0.0
310,ORD00000108,1196,3,40.55529707149046,91.24941841085352,30.41647280361784
311,ORD00000108,1064,1,58.37609206493594,58.37609206493594,0.0
312,ORD00000108,1059,3,32.468023755181505,97.40407126554452,0.0
313,ORD00000109,1085,3,24.44334543358083,73.33003630074249,0.0
314,ORD00000110,1061,1,21.92076714683741,21.92076714683741,0.0
315,ORD00000110,1078,1,22.77205907486993,22.77205907486993,0.0
316,ORD00000110,1049,3,12.030757982930181,36.09227394879054,0.0
317,ORD00000111,1025,1,27.360272186986382,27.360272186986382,0.0
318,ORD00000111,1047,2,36.95608487576472,66.5209527763765,7.391216975152944
319,ORD00000112,1081,3,49.712944797310875,126.76800923314272,22.370825158789895
320,ORD00000112,1083,1,4.73844109941631,4.73844109941631,0.0
321,ORD00000112,1123,3,31.084674372128656,79.26591964892808,13.988103467457897
322,ORD00000112,1035,1,21.457564185996183,17.166051348796945,4.291512837199237
323,ORD00000112,1182,1,21.65786816906266,21.65786816906266,0.0
324,ORD00000113,1069,2,50.26378075074368,100.52756150148736,0.0
325,ORD00000113,1063,3,35.097013532929,105.29104059878699,0.0
326,ORD00000113,1155,2,15.961723650609763,31.923447301219525,0.0
327,ORD00000113,1174,1,26.953404721382604,26.953404721382604,0.0
328,ORD00000113,1048,3,36.61807190434004,109.85421571302012,0.0
329,ORD00000114,1180,3,45.281219171965105,135.84365751589533,0.0
330,ORD00000114,1110,1,9.076274232699669,9.076274232699669,0.0
331,ORD00000115,1022,1,61.405689808816376,61.405689808816376,0.0
332,ORD00000115,1099,2,50.33889474439361,100.67778948878723,0.0
333,ORD00000115,1184,2,19.955284312997616,39.91056862599523,0.0
334,ORD00000115,1179,2,58.52006055276497,93.63209688442394,23.408024221105986
335,ORD00000116,1150,1,72.79797884572217,72.79797884572217,0.0
336,ORD00000116,1142,3,25.82043531716285,77.46130595148855,0.0
337,ORD00000116,1005,1,12.168466971288384,12.168466971288384,0.0
338,ORD00000117,1009,1,72.14699090075612,72.14699090075612,0.0
339,ORD00000117,1082,1,82.81943749851678,82.81943749851678,0.0
340,ORD00000117,1071,2,41.00598103339002,82.01196206678004,0.0
341,ORD00000118,1093,1,24.70624441135558,24.70624441135558,0.0
342,ORD00000118,1169,1,12.53151794059637,9.398638455447278,3.1328794851490924
343,ORD00000118,1090,3,39.0092007021961,117.02760210658829,0.0
344,ORD00000119,1190,1,85.05407880960213,76.54867092864193,8.505407880960213
345,ORD00000119,1184,2,19.955284312997616,39.91056862599523,0.0
346,ORD00000119,1127,2,13.921126823120042,27.842253646240085,0.0
347,ORD00000120,1148,3,16.70660408763822,50.11981226291466,0.0
348,ORD00000120,1028,1,38.74630172442134,32.93435646575814,5.811945258663202
349,ORD00000120,1072,3,15.342033202997854,46.02609960899356,0.0
350,ORD00000120,1199,1,7.173386393568152,7.173386393568152,0.0
351,ORD00000121,1067,1,6.322094465535631,4.741570849151723,1.5805236163839078
352,ORD00000121,1046,1,32.468023755181505,32.468023755181505,0.0
353,ORD00000122,1109,1,17.038357559592068,14.482603925653258,2.5557536339388096
354,ORD00000122,1192,2,11.943124990338598,23.886249980677196,0.0
355,ORD00000123,1181,2,26.85951222932019,42.9752195669123,10.743804891728075
356,ORD00000123,1118,1,24.368231439930902,18.27617357994818,6.0920578599827255
357,ORD00000124,1161,3,31.310016353078446,93.93004905923533,0.0
358,ORD00000124,1016,1,14.97272273421904,14.97272273421904,0.0
359,ORD00000124,1100,3,15.667527175480878,47.00258152644263,0.0
360,ORD00000125,1057,3,7.235981388276426,21.707944164829275,0.0
361,ORD00000125,1145,1,34.33335459748806,34.33335459748806,0.0
362,ORD00000126,1059,1,32.468023755181505,29.221221379663355,3.2468023755181505
363,ORD00000126,1113,1,52.561017056537324,36.79271193957613,15.768305116961196
364,ORD00000126,1133,1,77.18588797477214,69.46729917729493,7.7185887974772145
365,ORD00000127,1020,3,26.502720759483033,79.50816227844909,0.0
366,ORD00000127,1009,1,72.14699090075612,61.32494226564271,10.82204863511342
367,ORD00000128,1048,3,36.61807190434004,93.37608335606711,16.478132356953022
368,ORD00000128,1047,3,36.95608487576472,99.78142916456476,11.086825462729415
369,ORD00000128,1067,2,6.322094465535631,12.644188931071263,0.0
370,ORD00000128,1175,2,34.95304504509997,55.92487207215995,13.981218018039986
371,ORD00000129,1026,2,58.670288540064824,117.34057708012965,0.0
372,ORD00000130,1074,3,59.98478342893857,179.95435028681572,0.0
373,ORD00000130,1034,3,29.219343529822105,78.89222753051969,8.76580305894663
374,ORD00000130,1001,2,29.98300246526304,59.96600493052608,0.0
375,ORD00000131,1146,2,53.643910464990455,107.28782092998091,0.0
376,ORD00000131,1094,3,10.42206661892755,28.139579871104385,3.126619985678265
377,ORD00000131,1129,1,30.696585404937363,26.092097594196755,4.604487810740604
378,ORD00000132,1124,1,37.28157884824775,37.28157884824775,0.0
379,ORD00000132,1191,3,41.331475005873045,123.99442501761914,0.0
380,ORD00000132,1127,3,13.921126823120042,41.76338046936013,0.0
381,ORD00000132,1050,1,32.96252421337687,32.96252421337687,0.0
382,ORD00000132,1056,2,20.6375697553178,30.956354632976698,10.3187848776589
383,ORD00000133,1168,1,35.96082445990317,28.768659567922537,7.192164891980635
384,ORD00000133,1057,2,7.235981388276426,13.024766498897566,1.4471962776552854
385,ORD00000134,1075,2,53.86925244594024,107.73850489188048,0.0
386,ORD00000134,1168,3,35.96082445990317,107.88247337970952,0.0
387,ORD00000134,1143,1,69.17998815158396,51.88499111368797,17.29499703789599
388,ORD00000134,1090,3,39.0092007021961,117.02760210658829,0.0
389,ORD00000135,1126,1,75.03262015680754,75.03262015680754,0.0
390,ORD00000135,1184,2,19.955284312997616,39.91056862599523,0.0
391,ORD00000135,1091,1,27.923627139360843,27.923627139360843,0.0
392,ORD00000135,1154,1,81.44234761493476,73.29811285344128,8.144234761493477
393,ORD00000135,1061,1,21.92076714683741,21.92076714683741,0.0
394,ORD00000136,1023,1,56.4919827242169,50.84278445179521,5.649198272421691
395,ORD00000136,1083,2,4.73844109941631,9.47688219883262,0.0
396,ORD00000136,1134,1,64.99864250507129,48.748981878803455,16.249660626267822
397,ORD00000136,1112,2,56.75488170199165,96.48329889338582,17.026464510597496
398,ORD00000137,1043,3,10.334433626335969,27.902970791107112,3.100330087900791
399,ORD00000137,1061,2,21.92076714683741,43.84153429367482,0.0
400,ORD00000137,1070,3,61.443246805641344,184.32974041692404,0.0
